,xmin,ymin,xmax,ymax,Object,labels
0,140,110,235,124,From:,Issuer Address
1,138,144,162,159,A,Issuer Address
2,174,144,331,163,Company,Issuer Address
3,140,167,242,183,Office,Issuer Address
4,258,167,390,185,"59-B,4th",Issuer Address
5,406,167,487,183,Floor,Issuer Address
6,501,168,564,187,City,Issuer Address
7,578,167,665,183,Plaza,Issuer Address
8,141,192,177,206,1-8,Issuer Address
9,192,191,317,206,Markaz,Issuer Address
10,330,191,513,206,Islamabad.,Issuer Address
11,527,192,636,209,"44000,",Issuer Address
12,141,215,287,230,Pakistan,Issuer Address
13,141,238,287,254,Pakistan,Issuer Address
14,140,265,605,283,acompany@acompany.com,Issuer Address
15,1621,144,1691,189,»,--
17,138,367,191,381,To:,Shipping Address
18,139,403,250,422,Syslab,Shipping Address
19,263,403,489,422,Technologies,Shipping Address
20,504,403,566,418,Sdn,Shipping Address
21,581,403,642,418,Bhd,Shipping Address
22,1293,401,1414,416,Invoice,--
23,1426,402,1457,416,#:,--
24,1602,401,1641,416,32,--
25,140,427,189,442,3-4,Shipping Address
26,203,427,221,441,B,Shipping Address
27,237,426,394,442,Incubator,Shipping Address
28,408,427,433,444,"3,",Shipping Address
29,445,426,640,446,Technology,Shipping Address
30,1293,425,1369,440,Date,--
31,1381,424,1414,440,of,--
32,1428,425,1526,440,Issue:,--
33,1604,425,1641,440,Fri,--
34,1659,425,1728,444,May,--
35,1741,425,1779,440,14,--
36,1792,425,1865,440,2021,--
37,141,450,215,465,Park,Shipping Address
38,230,450,314,465,Bukit,Shipping Address
39,328,450,450,468,"Jalil,K",Shipping Address
40,464,450,624,465,ualaLu,Shipping Address
41,1293,449,1355,464,Due,--
42,1369,449,1454,464,Date:,--
43,1602,449,1656,464,Sat,--
44,1672,449,1741,468,May,--
45,1755,449,1792,464,15,--
46,1805,449,1879,464,2021,--
47,140,478,264,493,"mpur,",Shipping Address
48,278,474,624,493,57000Malaysia,Shipping Address
49,1293,468,1437,496,Balance:,--
50,1604,473,1740,490,"1,203.10",--
51,141,493,290,521,Malaysia,Shipping Address
52,1292,492,1454,520,Currency:,--
53,1604,496,1753,515,Malaysia,--
54,1769,496,1883,515,Ringgit,--
55,140,521,430,541,info@syslab.com,Shipping Address
56,140,612,415,639,Product/Service,--
57,629,612,821,639,Description,--
58,1105,612,1203,639,Price,--
59,1334,617,1406,634,QTY,--
60,1479,612,1626,638,Discount,--
61,1670,616,1756,631,Total,--
62,141,676,270,703,Hosting,--
63,629,676,759,703,Hosting,--
64,1117,681,1176,695,200,--
65,1335,681,1346,695,1,--
66,1478,680,1516,695,20,--
67,1530,680,1554,695,%,--
68,1672,681,1781,695,160.00,--
69,139,746,206,761,SEO,--
70,628,746,695,761,SEO,--
71,711,746,854,761,Services,--
72,1118,746,1176,761,150,--
73,1334,746,1352,761,2,--
74,1671,746,1781,761,300.00,--
75,139,811,212,827,Web,--
76,227,811,445,830,Development,--
77,628,811,766,827,Website,--
78,781,811,999,830,Development,--
79,1117,812,1176,827,250,--
80,1334,812,1351,827,3,--
81,1480,812,1554,826,10%,--
82,1672,812,1781,827,675.00,--
83,989,926,1130,953,Subtotal,--
84,1401,932,1550,951,Malaysia,--
85,1566,932,1680,951,Ringgit,--
86,1697,932,1833,949,"1,250.00",--
87,990,952,1138,979,Discount,--
88,1428,957,1578,976,Malaysia,--
89,1593,958,1708,976,Ringgit,--
90,1724,958,1833,972,115.00,--
91,989,981,1059,996,SST,--
92,1072,981,1118,996,6%,--
93,990,1026,1134,1042,Balance:,--
94,1449,983,1598,1002,Malaysia,--
95,1614,983,1729,1002,Ringgit,--
96,1744,983,1833,998,68.10,--
97,1401,1028,1550,1048,Malaysia,--
98,1566,1029,1680,1047,Ringgit,--
99,1697,1029,1833,1046,"1,203.10",--
101,550,1451,613,1465,This,--
102,624,1451,728,1465,invoice,--
103,736,1455,796,1465,was,--
104,805,1451,952,1469,generated,--
105,963,1451,1024,1465,with,--
106,1034,1451,1082,1465,the,--
107,1091,1452,1143,1465,Wix,--
108,1154,1452,1217,1465,Free,--
109,1227,1451,1334,1465,Invoice,--
110,1343,1451,1495,1465,Generator.,--
