,xmin,ymin,xmax,ymax,Object,labels
0,77,77,201,102,MPH,Issuer Address
1,226,78,270,108,@,Issuer Address
2,303,76,512,103,D'Pulze,Issuer Address
3,1525,74,1579,85,bate,Issuer Date
4,1739,73,1888,114,15-08-2020,
8,73,120,149,132,"1.G-10,",Issuer Address
9,158,120,227,131,Lower,Issuer Address
10,234,120,314,131,Ground,Issuer Address
11,323,120,380,130,Floor,Issuer Address
12,803,120,839,131,Tot,Issuer Address
13,847,120,918,132,"47594,",Issuer Address
14,928,120,1003,131,Mukim,Issuer Address
15,1013,120,1096,134,Dengkil,Issuer Address
16,73,140,154,151,D'Pulze,Issuer Address
17,163,140,271,154,Cyberjaya,Issuer Address
18,280,140,381,154,Shopping,Issuer Address
19,389,140,459,151,Centre,Issuer Address
20,803,140,869,151,63000,Issuer Address
21,877,140,960,154,"Sepang,",Issuer Address
22,969,140,1068,154,Sclangor.,Issuer Address
23,76,171,282,192,Purchase,Order Number
24,298,171,425,192,Order,Order Number
25,570,172,881,194,PO/150011268,Order Number
26,85,215,124,226,To:,Invoice Address
27,233,214,303,228,A.W.,Invoice Address
28,314,215,421,228,FABER,Invoice Address
29,431,214,556,228,CASTEL,Invoice Address
30,1041,232,1120,244,Please,
31,1129,232,1208,244,advise,
32,1217,235,1261,247,any,
33,1271,232,1327,244,item,
34,1337,232,1412,244,which,
35,1420,236,1465,247,you,
36,1475,233,1560,244,cannot,
37,1569,232,1682,247,despatch,
38,1042,251,1211,263,inaccordance,
39,1220,251,1275,263,with,
40,1284,255,1328,263,our,
41,1337,251,1495,263,instructions.,
43,234,239,306,253,"9,ILN",Invoice Address
44,315,239,364,251,TP2,Invoice Address
45,233,261,299,273,TMN,Invoice Address
46,307,261,546,273,PERINDUSTRIAN,Invoice Address
47,555,261,625,273,SIME,Invoice Address
48,634,261,690,273,UEP,Invoice Address
49,317,283,352,295,su,Invoice Address
50,430,283,437,286,$,Invoice Address
51,963,270,981,301,He,
52,997,284,1011,291,A,
53,1016,284,1109,291,fe,
54,1071,270,1088,301,A,
55,1118,270,1147,301,ae,
56,1167,284,1176,291,he,
57,1177,270,1191,301,ok,
