,xmin,ymin,xmax,ymax,Object,labels
0,1726,51,1748,68,#,Order Number
1,1761,50,1902,68,45-2021,Order Number
3,1461,149,1535,177,Date:,--
4,1700,153,1755,168,Dec,Issuer Date
5,1767,153,1809,170,"31,",Issuer Date
6,1823,153,1894,168,2019,Issuer Date
7,287,174,387,193,PETRO,--
8,400,174,449,193,OIL,--
9,287,198,320,203,SS,--
10,372,198,378,203,ss,--
11,406,198,415,203,WS,--
12,428,198,447,203,EGE,--
13,1389,197,1446,211,Due,Deliver Date
14,1460,197,1535,211,Date:,Deliver Date
15,1700,196,1755,211,Dec,Deliver Date
16,1767,197,1809,213,"31,",Deliver Date
17,1823,197,1894,211,2019,Deliver Date
18,1299,242,1443,259,Balance,--
19,1457,242,1535,259,Due:,--
20,1653,242,1734,258,MYR,--
21,1750,242,1895,262,"1,100.00",--
22,165,283,277,297,PETRO,--
23,289,283,342,297,OIL,--
24,166,336,205,350,Bill,Shipping Address
25,217,336,262,351,To:,Shipping Address
26,615,336,654,350,Bill,Issuer Address
27,670,336,751,351,From:,Issuer Address
28,164,367,269,386,Syslab,Shipping Address
29,280,368,493,386,Technologies,Shipping Address
30,615,368,697,382,Petro,Issuer Address
31,708,367,770,385,"OIL,",Issuer Address
32,784,368,917,382,Pakistan,Issuer Address
33,164,391,224,406,Sdn,Shipping Address
34,238,392,298,406,Bhd,Shipping Address
35,614,391,698,406,Office,Issuer Address
36,710,392,835,409,"29-A,3rd",Issuer Address
37,849,392,922,406,Floor,Issuer Address
38,164,416,210,430,3-4,Shipping Address
39,223,415,241,430,B,Shipping Address
40,255,415,390,430,Incubator,Shipping Address
41,402,416,425,432,"3,",Shipping Address
42,613,415,681,430,Twin,Issuer Address
43,694,415,749,434,City,Issuer Address
44,762,415,842,430,Plaza,Issuer Address
45,164,439,334,457,Technology,Shipping Address
46,348,439,413,454,Park,Shipping Address
47,425,439,496,454,Bukit,Shipping Address
48,616,439,650,454,1-8,Issuer Address
49,663,439,769,454,Markaz,Issuer Address
50,783,439,940,454,Islamabad.,Issuer Address
51,163,463,236,480,"Jalil,",Shipping Address
52,613,463,712,480,"44000,",Issuer Address
53,727,463,850,478,Pakistan,Issuer Address
54,165,487,460,505,"Kualalumopur,",Shipping Address
55,164,511,272,525,57000,Shipping Address
56,165,535,349,553,Malaysia,Shipping Address
57,1215,657,1337,675,Quantity,--
58,1567,653,1632,680,Rate,--
59,1807,658,1896,671,mount,--
60,152,703,272,730,Hosting,--
61,1422,707,1492,721,MYR,--
62,1504,707,1631,724,"2,100.00",--
63,1687,707,1756,721,MYR,--
64,1769,707,1896,724,"2,100.00",--
65,151,740,214,759,App,--
66,227,740,333,759,Desing,--
67,1422,742,1492,756,MYR,--
68,1506,742,1631,759,"1,500.00",--
69,1687,742,1757,756,MYR,--
70,1771,742,1896,758,"1,500.00",--
71,151,774,219,789,SEO,--
72,1422,776,1492,790,MYR,--
73,1506,776,1631,793,"1,500.00",--
74,1687,776,1757,790,MYR,--
75,1771,776,1896,793,"1,500.00",--
76,1422,810,1492,824,MYR,--
77,1504,810,1631,827,"2,000.00",--
78,1687,810,1757,824,MYR,--
79,1769,810,1896,827,"2,000.00",--
80,1422,844,1492,859,MYR,--
81,1506,844,1631,861,"1,800.00",--
82,1687,844,1756,858,MYR,--
83,1771,844,1896,861,"1,800.00",--
84,151,809,214,827,App,--
85,227,809,433,827,Development,--
86,151,843,219,858,Web,--
87,231,843,366,858,Services,--
88,1454,968,1535,996,Total:,--
89,1687,973,1757,987,MYR,--
90,1769,973,1896,989,"8,900.00",--
91,1336,1016,1449,1030,Amount,--
92,1462,1016,1535,1030,Paid:,--
93,1687,1016,1757,1030,MYR,--
94,1769,1016,1896,1032,"7,800.00",--
95,164,1125,265,1139,Terms:,--
96,165,1157,327,1175,Beneficiary,--
97,339,1157,419,1172,bears,--
98,430,1157,475,1172,the,--
99,489,1157,633,1175,Exchange,--
100,646,1157,713,1172,Rate,--
101,724,1157,893,1172,differences.,--
102,164,1184,225,1199,This,--
103,237,1184,258,1199,is,--
104,270,1185,372,1202,system,--
105,385,1184,539,1199,Generated,--
106,552,1184,653,1199,invoice,--
107,665,1184,717,1199,and,--
108,730,1184,799,1199,does,--
109,812,1185,856,1199,not,--
110,868,1184,968,1202,require,--
111,980,1184,1223,1202,signature/stamp.,--
