,xmin,ymin,xmax,ymax,Object,labels
0,465,186,537,216,Ali,Issuer Address
1,564,186,674,217,and,Issuer Address
2,701,186,785,217,Co,Issuer Address
3,465,228,582,245,Saddar,Issuer Address
4,467,254,650,274,"Rawalpindi,",Issuer Address
5,667,254,803,270,Pakistan,Issuer Address
6,827,254,927,270,42000,Issuer Address
19,1358,268,1470,283,Invoice,Order Number
20,1483,268,1532,283,No.,Order Number
21,1752,269,1823,283,3265,Order Number
22,335,325,367,343,S,--
23,436,325,510,340,San,--
24,1483,302,1732,329,INVOICE,--
25,344,342,353,375,CO,--
26,436,349,529,364,Check,--
27,347,368,355,400,oO,--
28,436,373,523,388,Credit,--
29,534,373,603,388,Card,--
30,289,398,374,412,Name,--
31,301,421,346,436,CC,--
32,350,417,365,445,#,--
33,558,445,664,464,Expires,--
34,273,493,327,512,Qty,--
35,756,489,935,516,Description,--
36,1350,493,1411,508,Unit,--
37,1424,493,1502,508,Price,--
38,1633,493,1742,508,TOTAL,--
39,293,517,301,531,1,--
40,389,517,458,532,Web,--
41,471,517,570,536,Design,--
42,582,517,615,531,All,--
43,629,517,719,536,Pages,--
44,1405,517,1521,534,$150.00,--
45,1695,517,1812,534,$150.00,--
46,293,541,301,555,1,--
47,389,541,458,556,Web,--
48,471,541,663,560,Development,--
49,1405,541,1521,558,$222.00,--
50,1695,541,1812,558,$222.00,--
51,291,566,307,580,2,--
52,389,565,447,584,App,--
53,460,565,652,584,Development,--
54,1377,565,1521,582,"$5,555.00",--
55,1649,565,1812,582,"$11,110.00",--
56,293,590,301,604,1,--
57,390,589,477,604,Social,--
58,491,589,578,604,Media,--
59,590,589,732,608,Marketing,--
60,1405,589,1521,606,$250.00,--
61,1695,589,1812,606,$250.00,--
62,291,614,307,628,2,--
63,390,613,457,628,SEO,--
64,1405,613,1521,630,$200.00,--
65,1695,613,1812,630,$400.00,--
66,291,637,307,651,4,--
67,391,633,517,661,Hostings,--
68,1405,636,1521,654,$150.00,--
69,1695,636,1812,654,$600.00,--
70,1384,921,1514,948,SubTotal,--
71,1649,924,1812,942,"$12,732.00",--
72,1217,949,1342,967,Shipping,--
73,1355,949,1374,963,&,--
74,1388,949,1514,967,Handling,--
75,1732,948,1812,965,$7.00,--
76,1190,973,1279,987,Taxes,--
77,1388,967,1462,996,State,--
78,1695,972,1812,989,$636.60,--
79,1405,1021,1515,1035,TOTAL,--
80,1649,1020,1812,1038,"$13,375.60",--
82,1253,1077,1338,1092,Office,--
83,1352,1077,1407,1092,Use,--
84,1419,1077,1485,1095,Only,--
88,308,1173,462,1188,Customer,Invoice Address
89,222,1197,308,1211,Name,Invoice Address
90,389,1197,474,1211,Aksar,Invoice Address
91,484,1197,680,1215,Technologies,Invoice Address
92,1315,1193,1381,1219,Date,--
93,1548,1197,1688,1211,4/31/2021,Issuer Date
94,220,1216,340,1245,Address,Invoice Address
95,390,1220,452,1235,STP,Invoice Address
96,466,1221,615,1235,Islamabad,Invoice Address
97,1313,1220,1397,1235,Order,--
98,1410,1221,1456,1235,No.,--
99,1548,1221,1583,1235,25,--
102,210,1240,276,1267,City,Invoice Address
103,392,1245,541,1259,Islamabad,Invoice Address
104,759,1244,834,1259,State,Invoice Address
105,851,1245,948,1259,Pakiste,Invoice Address
106,971,1245,1021,1259,ZIP,Invoice Address
107,1036,1245,1126,1259,44000,Invoice Address
108,1315,1245,1372,1263,Rep,--
109,1550,1245,1584,1259,Nil,--
110,223,1269,314,1283,Phone,Invoice Address
111,1315,1268,1380,1283,FOB,--
112,1551,1269,1601,1283,IBD,--
115,732,1321,815,1336,Insert,--
116,825,1321,950,1336,Farewell,--
117,959,1321,1111,1336,Statement,--
118,1120,1321,1190,1336,Here,--
