,xmin,ymin,xmax,ymax,Object,labels
0,77,77,201,102,MPH,Issuer Address
1,226,78,270,108,@,Issuer Address
2,303,76,512,103,D'Pulze,Issuer Address
3,1525,74,1579,85,bate,Issuer Date
4,1739,73,1888,114,15-08-2020,
12,240,352,405,374,  ,Invoice Address
16,962,909,980,932,  ,
17,73,120,149,132,"1-G-10,",Issuer Address
18,158,120,227,131,Lower,Issuer Address
19,234,120,314,131,Ground,Issuer Address
20,323,120,380,130,Floor,Issuer Address
21,803,120,839,131,Tot,Issuer Address
22,847,120,918,132,"47594,",Issuer Address
23,928,120,1003,131,Mukim,Issuer Address
24,1013,120,1096,134,Dengkil,Issuer Address
25,73,140,154,151,D'Pulze,Issuer Address
26,163,140,271,154,Cyberjaya,Issuer Address
27,280,140,381,154,Shopping,Issuer Address
28,389,140,459,151,Centre,Issuer Address
29,803,140,869,151,63000,Issuer Address
30,877,140,960,154,"Sepang,",Issuer Address
31,969,140,1068,154,Sclangor.,Issuer Address
32,76,171,282,192,Purchase,Order Number
33,298,171,425,192,Order,Order Number
34,570,172,880,194,PO/150011267,Order Number
35,85,215,124,226,To:,Invoice Address
36,233,214,303,228,A.W.,Invoice Address
37,314,215,421,228,FABER,Invoice Address
38,431,214,556,228,CASTEL,Invoice Address
39,234,239,306,253,"9,JLN",Invoice Address
40,315,239,364,251,TP2,Invoice Address
41,1041,232,1120,244,Please,
42,1129,232,1208,244,advise,
43,1217,235,1261,247,any,
44,1271,232,1327,244,item,
45,1337,232,1412,244,which,
46,1420,236,1465,247,you,
47,1475,233,1560,244,cannot,
48,1569,232,1682,247,despatch,
49,233,261,299,273,TIMN,Invoice Address
50,307,261,546,273,PERINDUSTRIAN,Invoice Address
51,555,261,625,273,SIME,Invoice Address
52,634,261,690,273,UEP,Invoice Address
53,1042,251,1211,263,inaccordance,
54,1220,251,1275,263,with,
55,1284,255,1328,263,our,
56,1337,251,1495,263,instructions.,
57,1908,250,1919,256,~,
58,233,283,307,295,47600,Invoice Address
59,317,283,439,295,SUBANG,Invoice Address
60,1215,280,1338,316,Supply,
61,1338,284,1482,311,ex-stock,
