,xmin,ymin,xmax,ymax,Object,labels
12,528,185,664,216,KYC,Issuer Address
13,1358,196,1470,210,Invoice,Order Number
14,1483,196,1532,210,No.,Order Number
15,1772,197,1823,210,123,Order Number
16,328,213,342,222,2,--
17,321,195,336,255,aS,--
18,482,228,540,244,IYC,Issuer Address
19,554,228,629,244,main,Issuer Address
20,645,228,727,244,Road,Issuer Address
21,284,258,343,268,PETRO,--
22,352,258,381,268,OIL,--
23,482,252,539,269,IYC,Issuer Address
24,554,253,629,269,main,Issuer Address
25,645,253,737,271,"Road,",Issuer Address
26,751,253,871,269,321456,Issuer Address
27,1160,253,1280,269,654123,--
28,482,277,534,293,‘ine,Issuer Address
29,549,277,638,293,Deals,Issuer Address
30,651,277,698,293,fax,Issuer Address
31,712,277,786,293,Main,Issuer Address
32,803,277,885,293,Road,Issuer Address
33,1483,301,1732,328,INVOICE,--
34,1771,310,1832,319,=,--
35,308,347,462,362,Customer,Invoice Address
36,222,373,308,387,Name,Invoice Address
37,389,373,449,387,A2Z,Invoice Address
38,460,372,689,387,Communication,Invoice Address
39,1315,369,1381,397,Date,--
40,1551,373,1712,387,10/31/2019,--
41,220,393,340,421,Address,Invoice Address
42,391,397,432,411,Hill,Invoice Address
43,447,397,512,411,Park,Invoice Address
44,524,397,567,411,NY,Invoice Address
45,1313,397,1397,411,Order,--
46,1410,397,1456,411,No.,--
47,1551,397,1583,411,12,--
48,210,417,276,444,City,Invoice Address
49,391,421,456,435,NYC,Invoice Address
50,759,421,834,435,State,Invoice Address
51,851,421,893,435,NY,Invoice Address
52,971,421,1021,435,ZIP,Invoice Address
53,1036,421,1145,435,362514,Invoice Address
54,1315,421,1372,439,Rep,--
55,1550,421,1584,435,Nil,--
56,223,441,314,468,Phone,Invoice Address
57,389,445,498,459,415263,Invoice Address
58,1315,445,1380,459,FOB,--
59,1550,445,1593,459,NY,--
60,273,493,327,511,Qty,--
61,756,489,935,516,Description,--
62,1350,493,1411,507,Unit,--
63,1424,493,1502,507,Price,--
64,1633,493,1742,507,TOTAL,--
65,291,517,307,531,2,--
66,390,517,457,531,SEO,--
67,1405,516,1521,533,$200.00,--
68,1695,516,1812,533,$400.00,--
69,291,541,307,555,4,--
70,391,537,516,564,Hostings,--
71,1405,540,1521,557,$150.00,--
72,1695,540,1812,557,$600.00,--
73,293,565,301,579,1,--
74,389,565,458,579,Web,--
75,471,565,570,583,Design,--
76,1405,564,1521,581,$200.00,--
77,1695,564,1812,581,$200.00,--
78,293,589,301,603,1,--
79,389,589,458,603,Web,--
80,471,589,663,607,Development,--
81,1405,588,1521,605,$300.00,--
82,1695,588,1812,605,$300.00,--
83,291,613,307,627,2,--
84,389,613,447,631,App,--
85,460,613,652,631,Development,--
86,1405,612,1521,629,$300.00,--
87,1695,612,1812,629,$600.00,--
88,293,637,301,651,1,--
89,390,636,477,651,Social,--
90,491,637,578,651,Media,--
91,590,637,732,655,Marketing,--
92,1405,636,1521,653,$250.00,--
93,1695,636,1812,653,$250.00,--
94,1384,920,1514,948,SubTotal,--
95,1667,923,1812,941,"$2,350.00",--
96,349,945,484,963,Payment,--
97,497,945,603,960,Details,--
98,1217,948,1342,967,Shipping,--
99,1355,949,1374,963,&,--
100,1388,948,1514,967,Handling,--
101,1732,948,1812,965,$7.00,--
102,335,971,367,989,©,--
103,436,966,510,997,Cash,--
104,1190,965,1279,996,Taxes,--
105,1388,972,1462,987,State,--
106,346,991,354,1021,oO,--
107,436,996,529,1011,Check,--
108,342,1015,357,1043,Oo,--
109,436,1020,523,1035,Credit,--
110,534,1020,603,1035,Card,--
111,1405,1020,1515,1035,TOTAL,--
112,1667,1019,1812,1037,"$2,357.00",--
113,289,1052,374,1066,Name,--
114,389,1052,455,1066,ABC,--
115,468,1052,601,1066,Solutions,--
116,301,1076,346,1090,CC,--
117,358,1077,375,1090,#,--
118,389,1076,554,1090,362514987,--
119,1253,1076,1338,1091,Office,--
120,1352,1076,1407,1091,Use,--
121,1419,1076,1485,1095,Only,--
122,558,1100,664,1118,Expires,--
124,804,1207,887,1222,Insert,--
125,897,1207,959,1222,Fine,--
126,970,1207,1038,1222,Print,--
127,1048,1207,1118,1222,Here,--
130,732,1322,815,1337,Insert,--
131,825,1322,950,1337,Farewell,--
132,959,1322,1111,1337,Statement,--
133,1120,1322,1190,1337,Here,--
