,xmin,ymin,xmax,ymax,Object,labels
0,465,186,537,216,Ali,Issuer Address
1,564,186,674,217,and,Issuer Address
2,701,186,785,217,Co,Issuer Address
3,465,228,582,245,Saddar,Issuer Address
4,467,254,650,274,"Rawalpindi,",Issuer Address
5,667,254,803,270,Pakistan,Issuer Address
6,827,254,927,270,42000,Issuer Address
22,1483,302,1732,329,INVOICE,--
23,1771,311,1832,320,=,--
24,308,348,462,363,Customer,Invoice Address
25,222,374,308,388,Name,Invoice Address
26,389,374,474,388,Aksar,Invoice Address
27,484,374,680,392,Technologies,Invoice Address
28,220,393,340,422,Address,Invoice Address
29,390,397,452,412,STP,Invoice Address
30,466,398,615,412,Islamabad,Invoice Address
31,210,417,276,444,City,Invoice Address
32,392,422,541,436,Islamabad,Invoice Address
33,759,421,834,436,State,Invoice Address
34,851,422,948,436,Pakiste,Invoice Address
35,971,422,1021,436,ZIP,Invoice Address
36,1036,422,1126,436,44000,Invoice Address
37,223,445,314,460,Phone,Invoice Address
38,1358,469,1470,484,Invoice,Order Number
39,1483,469,1532,484,No.,Order Number
40,1752,471,1823,484,3265,Order Number
41,273,493,327,512,Qty,--
42,756,489,935,516,Description,--
43,1350,493,1411,508,Unit,--
44,1424,493,1502,508,Price,--
45,1633,493,1742,508,TOTAL,--
46,293,517,301,531,1,--
47,389,517,458,532,Web,--
48,471,517,570,536,Design,--
49,582,517,615,531,All,--
50,629,517,719,536,Pages,--
51,1405,517,1521,534,$150.00,--
52,1695,517,1812,534,$150.00,--
53,293,541,301,555,1,--
54,389,541,458,556,Web,--
55,471,541,663,560,Development,--
56,1405,541,1521,558,$222.00,--
57,1695,541,1812,558,$222.00,--
58,291,566,307,580,2,--
59,389,565,447,584,App,--
60,460,565,652,584,Development,--
61,1377,565,1521,582,"$5,555.00",--
62,1649,565,1812,582,"$11,110.00",--
63,293,590,301,604,1,--
64,390,589,477,604,Social,--
65,491,589,578,604,Media,--
66,590,589,732,608,Marketing,--
67,1405,589,1521,606,$250.00,--
68,1695,589,1812,606,$250.00,--
69,291,614,307,628,2,--
70,390,613,457,628,SEO,--
71,1405,613,1521,630,$200.00,--
72,1695,613,1812,630,$400.00,--
73,291,637,307,651,4,--
74,391,633,517,661,Hostings,--
75,1405,636,1521,654,$150.00,--
76,1695,636,1812,654,$600.00,--
77,1384,921,1514,948,SubTotal,--
78,1649,924,1812,942,"$12,732.00",--
79,1217,949,1342,967,Shipping,--
80,1355,949,1374,963,&,--
81,1388,949,1514,967,Handling,--
82,1732,948,1812,965,$7.00,--
83,1190,973,1279,987,Taxes,--
84,1388,967,1462,996,State,--
85,1695,972,1812,989,$636.60,--
86,1405,1021,1515,1035,TOTAL,--
87,1649,1020,1812,1038,"$13,375.60",--
88,349,1042,484,1060,Payment,--
89,497,1042,603,1056,Details,--
90,335,1068,367,1086,©,--
91,436,1073,510,1100,Cash,--
92,1253,1077,1338,1092,Office,--
93,1352,1077,1407,1092,Use,--
94,1419,1077,1485,1095,Only,--
95,339,1095,356,1128,Oo,--
96,436,1101,529,1115,Check,--
97,335,1123,367,1141,©,--
98,436,1125,523,1139,Credit,--
99,534,1125,603,1139,Card,--
100,289,1149,374,1163,Name,--
101,301,1172,346,1187,CC,--
102,350,1168,365,1196,#,--
105,558,1193,664,1219,Expires,--
106,1315,1193,1381,1219,Date,Issuer Date
107,1548,1197,1688,1211,4/31/2021,Issuer Date
108,1313,1220,1397,1235,Order,--
109,1410,1221,1456,1235,No.,--
110,1548,1221,1583,1235,25,--
112,1315,1245,1372,1263,Rep,--
113,1550,1245,1584,1259,Nil,--
114,1315,1268,1380,1283,FOB,--
115,1551,1269,1601,1283,IBD,--
118,732,1321,815,1336,Insert,--
119,825,1321,950,1336,Farewell,--
120,959,1321,1111,1336,Statement,--
121,1120,1321,1190,1336,Here,--
