,xmin,ymin,xmax,ymax,Object,labels
0,722,97,1331,165,INVOICE,--
4,936,472,1102,486,SERVICES,--
5,131,524,333,551,DECRIPTION,--
6,1265,524,1382,551,HOURS,--
7,1520,528,1607,542,RATE,--
8,1731,528,1875,543,AMOUNT,--
9,131,556,200,571,Rear,--
10,212,556,315,571,Fender,--
11,326,556,438,575,painting,--
12,1417,557,1434,571,4,--
13,1641,557,1674,571,15,--
14,1815,556,1914,573,$60.00,--
15,130,584,197,599,SEO,--
16,1417,585,1433,599,2,--
17,1639,585,1674,599,30,--
18,1815,584,1914,601,$60.00,--
19,131,613,211,628,Panel,--
20,225,613,333,631,Realign,--
21,1399,613,1434,627,34,--
22,1639,613,1674,627,20,--
23,1796,612,1914,629,$680.00,--
24,131,641,198,656,Dent,--
25,211,641,329,659,"Repairs,",--
26,343,641,407,656,Coin,--
27,420,641,481,656,Size,--
28,1420,641,1428,655,1,--
29,1639,641,1674,656,60,--
30,1815,640,1914,658,$60.00,--
31,131,669,198,684,Dent,--
32,211,669,329,688,"Repairs,",--
33,344,669,383,688,Up,--
34,393,670,419,684,to,--
35,431,669,469,683,A4,--
36,481,669,542,684,Size,--
37,1420,669,1428,683,1,--
38,1639,669,1674,684,30,--
39,1815,668,1914,686,$30.00,--
40,131,697,200,712,Rear,--
41,212,697,326,716,Bumper,--
42,338,697,450,716,painting,--
43,1833,696,1914,714,$0.00,--
44,1833,725,1914,742,$0.00,--
45,1833,753,1914,770,$0.00,--
46,1494,801,1672,843,SUBTOTAL,--
47,1796,809,1914,827,$890.00,--
48,1510,838,1575,852,TAX,--
49,1587,838,1674,852,RATE,--
50,1822,838,1914,853,7.00%,--
51,1505,866,1605,881,TOTAL,--
52,1613,867,1674,880,TAX,--
53,1813,864,1914,883,$62.30,--
54,1559,889,1673,919,OTHER,--
55,1863,894,1914,909,100,--
56,1564,922,1674,937,TOTAL,--
57,1769,922,1914,939,"$1,052.30",--
58,131,979,229,994,Please,--
59,240,980,346,994,contact,--
60,358,979,462,997,[Name],--
61,475,980,500,994,at,--
62,512,979,614,997,[Phone,--
63,625,979,650,997,#],--
64,662,979,718,994,with,--
65,730,983,782,997,any,--
66,792,979,932,997,questions,--
67,945,979,1081,997,regarding,--
68,1093,979,1143,994,this,--
69,1156,979,1255,994,invoice,--
70,1658,1006,1769,1022,Invoice,Order Number
71,1781,1006,1809,1022,#:,Order Number
72,1826,1006,1907,1022,100.1,Order Number
73,131,1035,232,1050,Invoice,Shipping Address
74,243,1036,268,1050,#:,Shipping Address
75,283,1035,356,1050,100.1,Shipping Address
76,1570,1034,1653,1050,Date:,Issuer Date
77,1667,1034,1780,1054,August,Issuer Date
78,1793,1034,1819,1052,"9,",Issuer Date
79,1834,1034,1913,1050,2012,Issuer Date
80,131,1063,206,1078,Date:,Shipping Address
81,218,1063,320,1082,August,Shipping Address
82,331,1063,355,1080,"9,",Shipping Address
83,130,1091,273,1106,Customer,Shipping Address
84,286,1091,323,1106,ID:,Shipping Address
85,336,1092,426,1106,57922,Shipping Address
86,131,1120,170,1134,Bill,Shipping Address
87,182,1120,228,1134,To:,Shipping Address
88,240,1120,351,1134,Andrew,Shipping Address
89,362,1120,393,1134,G.,Shipping Address
90,407,1120,503,1134,Garcia,Shipping Address
91,130,1148,250,1163,Contact:,Shipping Address
92,263,1148,533,1166,agg@website.com,Shipping Address
93,537,1204,706,1219,Hloom.com,Invoice Address
94,418,1233,487,1247,1912,Invoice Address
95,498,1232,624,1251,Wayside,Invoice Address
96,638,1233,708,1247,Lane,Invoice Address
97,331,1260,386,1275,San,Invoice Address
98,401,1260,549,1277,"Francisco,",Invoice Address
99,562,1260,607,1275,CA,Invoice Address
100,618,1261,708,1275,94108,Invoice Address
101,477,1289,549,1307,(415),Invoice Address
102,564,1289,615,1303,123,Invoice Address
103,627,1289,661,1303,45,Invoice Address
104,674,1289,708,1303,67,Invoice Address
105,422,1317,706,1334,hloom@hloom.com,Invoice Address
107,274,1470,443,1485,Hloom.com,Issuer Address
108,461,1470,464,1489,|,Issuer Address
109,482,1471,553,1485,1912,Issuer Address
110,564,1470,689,1489,Wayside,Issuer Address
111,702,1471,768,1485,Lane,Issuer Address
112,786,1470,789,1489,|,Issuer Address
113,806,1471,855,1485,San,Issuer Address
114,869,1471,1014,1488,"Francisco,",Issuer Address
115,1026,1471,1065,1485,CA,Issuer Address
116,1075,1471,1167,1485,94108,Issuer Address
117,1183,1470,1186,1489,|,Issuer Address
118,1204,1470,1279,1488,(415),Issuer Address
119,1293,1471,1344,1485,123,Issuer Address
120,1355,1471,1389,1485,45,Issuer Address
121,1402,1471,1436,1485,67,Issuer Address
122,1454,1470,1457,1489,|,Issuer Address
123,1474,1470,1769,1487,hloom@hloom.com,Issuer Address
