,xmin,ymin,xmax,ymax,Object,labels
0,199,160,312,228,S,
1,337,170,825,214,exabytes”,
2,1352,0,2048,261,     ,
3,1351,223,1530,246,Exabytes,Issuer Address
4,1547,223,1707,241,Network,Issuer Address
5,1722,223,1796,241,Sdn,Issuer Address
6,1816,223,1889,241,Bhd,Issuer Address
7,1381,251,1474,265,"1-18-8,",Issuer Address
8,1487,251,1596,263,Suntech,Issuer Address
9,1608,251,1637,265,@,Issuer Address
10,1650,251,1752,267,Penang,Issuer Address
11,1764,251,1891,267,Cybercity,Issuer Address
12,1560,271,1657,287,Lintang,Issuer Address
13,1670,271,1776,287,Mayang,Issuer Address
14,1790,271,1857,284,Pasir,Issuer Address
15,1867,272,1889,286,"3,",Issuer Address
16,1366,292,1448,305,11950,Issuer Address
17,1460,292,1544,308,Bayan,Issuer Address
18,1557,292,1626,307,"Baru,",Issuer Address
19,1640,292,1750,308,"Penang,",Issuer Address
20,1763,292,1889,308,Malaysia.,Issuer Address
21,1557,334,1619,346,GST,Issuer Address
22,1631,334,1674,346,No.,Issuer Address
23,1686,334,1891,346,001452367872,Issuer Address
24,156,387,244,407,Tax,Order Number
25,262,387,435,407,Invoice,Order Number
26,451,387,943,408,#MY-PAID-80486500,Order Number
27,159,426,264,440,Invoice,Issuer Date
28,277,426,354,440,Date:,Issuer Date
29,367,426,537,440,02/12/2017,Issuer Date
30,158,457,217,471,Due,Deliver Date
31,231,457,309,471,Date:,Deliver Date
32,323,457,491,471,16/01/2018,Deliver Date
33,158,536,293,550,Invoiced,Invoice Address
34,306,536,346,550,To,Invoice Address
35,157,558,258,574,SysLab,Invoice Address
36,268,558,451,574,Technologies,Invoice Address
37,462,558,523,570,SDN,Invoice Address
38,537,558,598,570,BHD,Invoice Address
39,156,579,244,591,ATTN:,Invoice Address
40,256,579,315,591,Dani,Invoice Address
41,328,579,436,591,Hussain,Invoice Address
42,156,600,220,612,3-4B,Invoice Address
43,233,600,359,612,Incubator,Invoice Address
44,369,600,391,614,"3,",Invoice Address
45,402,600,465,612,TPM,Invoice Address
46,158,620,224,632,Bukit,Invoice Address
47,234,620,285,632,Jalil,Invoice Address
48,158,641,235,653,Kuala,Invoice Address
49,246,641,355,656,"Lumpur,",Invoice Address
50,366,641,474,656,Wilayah,Invoice Address
51,487,641,664,655,"Persekutuan,",Invoice Address
52,677,641,760,653,57000,Invoice Address
53,158,661,277,677,Malaysia,Invoice Address
54,746,730,927,762,Description,
55,1683,739,1755,752,Total,
56,159,769,261,781,Domain,
57,274,769,390,781,Renewal,
58,402,776,410,777,-,
59,421,769,696,785,aqdesign81.com.my,
60,707,776,714,777,-,
61,727,769,735,781,1,
62,751,769,838,781,Year/s,
63,850,769,1012,785,(16/01/2018,
64,1023,776,1031,777,-,
65,1044,769,1204,785,15/01/2019),
66,1660,769,1781,781,RM80.00,
67,1392,819,1448,832,Sub,
68,1458,819,1530,832,Total,
69,1660,819,1782,832,RMs0.00,
70,1373,849,1459,861,6.00%,
71,1469,849,1532,861,GST,
72,1668,849,1773,861,RM4.80,
73,1430,874,1531,900,Credit,
74,1668,878,1773,891,RMO.00,
75,1458,898,1530,931,Total,
76,1660,908,1782,921,RMs4.80,
77,156,989,411,1006,Transactions,
78,238,1047,411,1059,Transaction,
79,424,1047,488,1059,Date,
80,739,1037,863,1069,Gateway,
81,1175,1047,1349,1059,Transaction,
82,1361,1047,1389,1059,ID,
83,1663,1047,1779,1059,Amount,
84,287,1076,439,1089,01/03/2018,
85,705,1076,755,1092,Pay,
86,766,1076,797,1092,by,
87,808,1076,898,1092,Paypal,
88,1128,1066,1437,1098,4BK65404KH323230B,
89,1661,1076,1782,1089,RM84.80,
90,1402,1096,1532,1128,Balance,
91,1669,1106,1774,1118,RMO0.00,
92,838,1186,890,1197,PDF,
93,899,1186,1027,1197,Generated,
94,1037,1189,1065,1197,on,
95,1075,1186,1210,1197,01/03/2018,
