,xmin,ymin,xmax,ymax,Object,labels
0,944,93,1092,107,Purchase,
1,1104,93,1201,107,Order,
2,1068,142,1176,153,Purchase,
3,1186,142,1260,153,Order,
4,1266,142,1307,153,No.,
5,1458,152,1462,153,2:,
6,1493,142,1715,153,10039-6120043446,
7,223,171,279,182,PDT,
8,286,171,410,182,Reference,
9,420,171,462,182,No.,
10,607,174,610,182,:,
11,1068,164,1176,175,Purchase,
12,1186,164,1260,175,Order,
13,1266,164,1323,175,Date,
14,1458,174,1462,175,2,
15,1489,164,1619,175,09/12/2020,Issuer Date
16,1068,193,1156,204,Printed,
17,1162,196,1191,204,on,
18,1458,196,1462,198,2,
19,1494,193,1619,204,10/12/2020,Print date
20,1627,193,1724,204,08:19:16,Print date
21,754,198,896,226,S120043446,
22,1458,203,1462,204,.,
37,224,214,280,242,Page,
38,607,225,610,233,2,
39,643,222,697,233,lofl,
40,1070,222,1182,237,Expected,
41,1190,222,1285,233,Receive,
42,1296,222,1352,233,Date,
43,1362,222,1385,233,&,
44,1393,222,1462,233,Time:,
45,1489,221,1619,233,30/12/2020,Deliver Date
46,1632,222,1724,233,18:00:00,Deliver Date
47,231,236,322,264,Vendor,
48,1078,244,1170,259,Ship-To,
49,1180,244,1284,255,Location,
50,224,266,295,277,04516,Vendor Address
51,305,266,415,277,AWFAO2,Vendor Address
52,1075,266,1141,277,10039,Shipping Address
53,1150,266,1189,277,TW,Shipping Address
54,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
55,515,288,557,302,(MD),Vendor Address
56,566,288,622,299,SDN,Vendor Address
57,630,288,689,299,BHD,Vendor Address
58,1070,288,1174,299,Beonsave,Shipping Address
59,1183,288,1238,299,Cash,Shipping Address
60,1246,288,1268,299,&,Shipping Address
61,1275,288,1339,303,Carry,Shipping Address
62,1346,288,1401,302,(IW),Shipping Address
63,1410,288,1453,299,Sdn,Shipping Address
64,1460,288,1505,299,Bhd,Shipping Address
65,226,310,281,322,No.9,Vendor Address
66,290,320,295,324,",",Vendor Address
67,303,310,390,322,JALAN,Vendor Address
68,400,310,432,322,TP,Vendor Address
69,440,310,453,322,2,Vendor Address
70,1070,311,1108,322,Lot,Shipping Address
71,1116,310,1271,324,"326,Mukim",Shipping Address
72,1244,306,1276,330,"7,",Shipping Address
73,1283,310,1352,322,14300,Shipping Address
74,1361,310,1465,325,Seberang,Shipping Address
75,1472,311,1528,322,Perai,Shipping Address
76,1535,310,1620,324,"Selatan,",Shipping Address
77,224,332,324,344,TAMAN,Vendor Address
78,334,332,555,344,PERINDUSTRLIAN,Vendor Address
79,566,332,633,344,SIME,Vendor Address
80,642,333,698,346,"UEP,",Vendor Address
81,1070,332,1130,344,Pulau,Shipping Address
82,1137,332,1214,347,Pinang.,Shipping Address
83,223,354,295,366,47600,Vendor Address
84,305,354,419,366,SUBANG,Vendor Address
85,427,354,500,366,JAYA,Vendor Address
86,507,354,658,366,SELANGOR,Vendor Address
87,663,355,758,366,DARUL,Vendor Address
88,764,354,856,366,LLISAN,Vendor Address
89,224,376,260,388,‘Vel,Vendor Address
90,268,380,271,388,:,Vendor Address
91,279,377,433,388,03-56334718,Vendor Address
92,442,369,524,397,563347,
93,537,377,573,388,ax,Vendor Address
94,582,380,585,388,:,Vendor Address
95,592,377,745,388,O3-56341231,Vendor Address
96,1070,376,1106,388,‘Vel,Shipping Address
97,1114,380,1117,388,:,Shipping Address
