,xmin,ymin,xmax,ymax,Object,labels
0,1352,0,2048,261,     ,
1,199,160,312,228,S,
2,337,170,825,214,exabytes”,
3,1326,223,1505,246,Exabytes,Issuer Address
4,1522,223,1682,241,Network,Issuer Address
5,1697,223,1783,241,Sdn.,Issuer Address
6,1803,223,1888,241,Bhd.,Issuer Address
7,1381,251,1474,265,"1-18-8,",Issuer Address
8,1487,251,1596,263,Suntech,Issuer Address
9,1608,251,1637,265,@,Issuer Address
10,1650,251,1752,267,Penang,Issuer Address
11,1764,251,1891,267,Cybercity,Issuer Address
12,1560,271,1657,287,Lintang,Issuer Address
13,1670,271,1776,287,Mayang,Issuer Address
14,1790,271,1857,284,Pasir,Issuer Address
15,1867,272,1889,286,"3,",Issuer Address
16,1366,292,1448,305,11950,Issuer Address
17,1460,292,1544,308,Bayan,Issuer Address
18,1557,292,1626,307,"Baru,",Issuer Address
19,1640,292,1750,308,"Penang,",Issuer Address
20,1763,292,1889,308,Malaysia.,Issuer Address
21,1373,334,1474,346,Service,Issuer Address
22,1484,334,1534,346,Tax,Issuer Address
23,1546,334,1589,346,No.,Issuer Address
24,1603,334,1889,346,P11-1809-32000073.,Issuer Address
25,156,387,244,407,Tax,Order Number
26,262,387,435,407,Invoice,Order Number
27,451,387,943,408,#MY-PAID-80555438,Order Number
28,159,426,264,440,Invoice,Issuer Date
29,277,426,354,440,Date:,Issuer Date
30,367,426,537,440,30/01/2019,Issuer Date
31,158,457,217,471,Due,Deliver Date
32,231,457,309,471,Date:,Deliver Date
33,321,457,491,471,06/02/2019,Deliver Date
34,158,536,293,550,Invoiced,Invoice Address
35,306,536,346,550,To,Invoice Address
36,157,558,258,574,SysLab,Invoice Address
37,268,558,451,574,Technologies,Invoice Address
38,462,558,523,570,SDN,Invoice Address
39,537,558,598,570,BHD,Invoice Address
40,156,579,244,591,ATTN:,Invoice Address
41,256,579,315,591,Dani,Invoice Address
42,328,579,436,591,Hussain,Invoice Address
43,156,600,220,612,3-4B,Invoice Address
44,233,600,359,612,Incubator,Invoice Address
45,369,600,391,614,"3,",Invoice Address
46,402,600,465,612,TPM,Invoice Address
47,158,620,224,632,Bukit,Invoice Address
48,234,620,285,632,Jalil,Invoice Address
49,158,641,235,653,Kuala,Invoice Address
50,246,641,355,656,"Lumpur,",Invoice Address
51,367,641,474,656,Wilayah,Invoice Address
52,487,641,664,655,"Persekutuan,",Invoice Address
53,677,641,760,653,57000,Invoice Address
54,158,662,277,677,Malaysia,Invoice Address
55,761,732,927,759,Description,
56,1683,739,1755,752,Total,
57,159,769,219,781,Free,
58,231,769,333,781,Domain,
59,346,769,408,781,DNS,
60,420,769,598,785,Management,
61,609,776,616,777,-,
62,627,769,723,785,tjsb.my,
63,735,769,897,785,(30/01/2019,
64,908,776,916,777,-,
65,926,769,1088,785,29/01/2020),
66,1669,769,1773,781,RMO.00,
67,159,819,261,832,Domain,
68,274,819,435,835,Registration,
69,447,826,454,827,-,
70,465,819,561,835,tisb.my,
71,573,826,580,827,-,
72,591,819,606,832,5,
73,616,819,704,832,Year/s,
74,716,819,878,835,(30/01/2019,
75,889,826,897,827,-,
76,908,819,1070,835,29/01/2024),
77,1652,819,1790,832,RM292.00,
78,1392,869,1448,882,Sub,
79,1458,870,1530,882,Total,
80,1651,870,1790,882,RM292.00,
81,1264,899,1351,912,6.00%,
82,1360,899,1469,912,Service,
83,1479,899,1531,911,Tax,
84,1668,899,1773,911,RMO.00,
85,1443,925,1531,949,Credit,
86,1668,929,1773,941,RMO.00,
87,1458,954,1530,978,Total,
88,1651,958,1790,971,RM292.00,
89,156,1039,411,1056,Transactions,
90,238,1097,411,1109,Transaction,
91,424,1097,488,1109,Date,
92,739,1093,864,1117,Gateway,
93,1175,1097,1349,1109,Transaction,
94,1361,1097,1389,1109,ID,
95,1663,1097,1779,1109,Amount,
96,287,1126,439,1139,30/01/2019,
97,625,1126,675,1142,Pay,
98,686,1126,716,1142,by,
99,727,1126,808,1139,Credit,
100,818,1126,882,1139,Card,
101,893,1126,901,1139,/,
102,912,1126,979,1139,Bank,
103,1215,1126,1345,1139,72145061,
104,1652,1126,1791,1139,RM292.00,
105,669,1147,784,1159,Transfer,
106,795,1147,931,1162,(MOLPay),
107,1402,1167,1532,1199,Balance,
108,1669,1177,1774,1189,RMO.00,
109,838,1257,890,1268,PDF,
110,899,1257,1027,1268,Generated,
111,1037,1260,1065,1268,on,
112,1075,1257,1210,1268,30/01/2019,
