,xmin,ymin,xmax,ymax,Object,labels
0,944,93,1092,107,Purchase,
1,1104,93,1201,107,Order,
2,1068,142,1176,153,Purchase,
3,1186,142,1260,153,Order,
4,1266,142,1307,153,No.,
5,1458,146,1462,153,:,
6,1493,142,1714,153,10086-6120028115,
7,223,171,279,182,PDT,
8,286,171,410,182,Reference,
9,420,171,462,182,No.,
10,607,174,610,182,:,
11,1068,164,1176,175,Purchase,
12,1186,164,1260,175,Order,
13,1266,164,1323,175,Date,
14,1458,168,1462,175,2,
15,1489,164,1619,175,09/12/2020,Issuer Date
16,1068,193,1156,204,Printed,
17,1162,196,1191,204,on,
18,1458,196,1462,204,2,
19,1494,193,1619,204,10/12/2020,Print date
20,1627,193,1724,204,08:19:17,Print date
21,758,208,892,217,e1z0028115,
22,224,214,280,242,Page,
23,607,225,610,233,2,
24,643,222,697,233,lofl,
25,1070,222,1182,237,Expected,
26,1190,222,1285,233,Receive,
27,1296,222,1352,233,Date,
28,1362,222,1385,233,&,
29,1393,222,1462,233,Time:,
30,1489,221,1619,233,30/12/2020,Deliver Date
31,1632,222,1724,233,18:00:00,Deliver Date
32,231,244,322,255,Vendor,
36,1078,244,1170,259,Ship-To,
37,1180,244,1284,255,Location,
41,224,266,295,277,04516,Vendor Address
42,305,266,415,277,AWFAO2,Vendor Address
43,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
44,515,288,557,302,(MD),Vendor Address
45,566,288,622,299,SDN,Vendor Address
46,630,288,689,299,BHD,Vendor Address
47,226,310,281,322,NO.9,Vendor Address
48,290,320,295,324,",",Vendor Address
49,303,310,390,322,JALAN,Vendor Address
50,400,310,432,322,TP,Vendor Address
51,440,310,453,322,2,Vendor Address
52,224,332,324,344,TAMAN,Vendor Address
53,334,332,555,344,PERINDUSTRLIAN,Vendor Address
54,566,332,633,344,SIME,Vendor Address
55,642,333,698,346,"UEP,",Vendor Address
56,223,354,295,366,47600,Vendor Address
57,305,354,419,366,SUBANG,Vendor Address
58,427,354,500,366,JAYA,Vendor Address
59,507,354,658,366,SELANGOR,Vendor Address
60,663,355,758,366,DARUL,Vendor Address
61,764,354,856,366,LLISAN,Vendor Address
62,224,376,260,388,‘Vel,Vendor Address
63,268,380,271,388,:,Vendor Address
64,279,377,433,388,03-56334718,Vendor Address
65,442,369,524,397,563347,
66,537,377,573,388,ax,Vendor Address
67,582,380,585,388,:,Vendor Address
68,592,377,745,388,O3-56341231,Vendor Address
69,1075,266,1141,277,10086,Shipping Address
70,1150,266,1201,277,TRT,Shipping Address
71,1070,288,1223,299,BCONSAVE,Shipping Address
72,1230,288,1306,299,CASH,Shipping Address
73,1313,288,1335,299,&,Shipping Address
74,1342,288,1439,299,CARRY,Shipping Address
75,1446,288,1510,302,(KM),Shipping Address
76,1519,288,1575,299,SDN,Shipping Address
77,1583,288,1642,299,BHD,Shipping Address
78,1070,310,1123,322,PTD,Shipping Address
79,1129,310,1208,324,"43282,",Shipping Address
80,1216,310,1303,322,JALAN,Shipping Address
81,1313,310,1389,322,ENAU,Shipping Address
82,1401,310,1535,324,"14,TAMAN",Shipping Address
83,1545,310,1667,324,"TERATAT,",Shipping Address
84,1071,332,1142,344,81300,Shipping Address
85,1166,332,1359,344,SKUDALJOINOR,Shipping Address
86,1364,333,1459,344,DARUL,Shipping Address
87,1470,325,1518,353,TAK,Shipping Address
88,1517,325,1579,353,ZIM.,Shipping Address
