,xmin,ymin,xmax,ymax,Object,labels
0,944,93,1092,107,Purchase,
1,1104,93,1201,107,Order,
2,1068,142,1176,153,Purchase,Order Number
3,1186,142,1260,153,Order,Order Number
4,1266,142,1307,153,No.,Order Number
5,1458,146,1462,153,2:,Order Number
6,1493,142,1715,153,10064-6120019256,Order Number
7,223,171,279,182,PDT,
8,286,171,410,182,Reference,
9,420,171,462,182,No.,
10,607,174,610,182,:,
11,1068,164,1176,175,Purchase,Issuer Date
12,1186,164,1260,175,Order,Issuer Date
13,1266,164,1323,175,Date,Issuer Date
14,1458,168,1462,175,2,Issuer Date
15,1489,164,1619,175,22/09/2020,Issuer Date
16,1068,193,1156,204,Printed,Print date
17,1162,196,1191,204,on,Print date
18,1458,196,1462,198,2,Print date
19,1489,193,1619,204,23/09/2020,Print date
20,1627,193,1723,204,09:18:15,Print date
21,756,208,894,217,S12001s256,
37,224,1201,522,1214,  ,
40,224,213,280,243,Page,
41,638,222,701,233,2of2,
42,1070,222,1182,237,Expected,Deliver Date
43,1190,222,1285,233,Receive,Deliver Date
44,1296,222,1352,233,Date,Deliver Date
45,1362,222,1385,233,&,Deliver Date
46,1393,222,1462,233,Time:,Deliver Date
47,1494,222,1498,233,_1,Deliver Date
48,1509,221,1619,233,1/11/2020,Deliver Date
49,1632,222,1724,233,15:00:00,Deliver Date
50,231,235,322,265,Vendor,Vendor Address
51,1078,244,1170,259,Ship-To,Shipping Address
52,1180,244,1284,255,Location,Shipping Address
53,224,266,295,277,04516,Vendor Address
54,305,266,415,277,AWFAO2,Vendor Address
55,1075,266,1142,277,10064,Shipping Address
56,1150,266,1237,277,TW/LD,Shipping Address
57,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
58,515,288,557,302,(M),Vendor Address
59,566,288,622,299,SDN,Vendor Address
60,630,288,689,299,BHD,Vendor Address
61,1070,288,1174,299,Beonsave,Shipping Address
62,1183,288,1238,299,Cash,Shipping Address
63,1246,288,1268,299,&,Shipping Address
64,1275,288,1339,303,Carry,Shipping Address
65,1346,288,1399,302,(LID),Shipping Address
66,1409,288,1451,299,Sdn,Shipping Address
67,1458,288,1503,299,Bhd,Shipping Address
68,226,310,281,322,NO.9,Vendor Address
69,290,320,295,324,",",Vendor Address
70,303,310,390,322,JALAN,Vendor Address
71,400,310,432,322,TP,Vendor Address
72,440,310,453,322,2,Vendor Address
73,1070,311,1108,322,Lot,Shipping Address
74,1116,310,1151,323,"S1,",Shipping Address
75,1162,310,1243,322,Second,Shipping Address
76,1251,310,1317,324,"Floor,",Shipping Address
77,1326,310,1398,322,Darvel,Shipping Address
78,1406,311,1450,325,Bay,Shipping Address
79,1457,310,1520,324,"Plaza,",Shipping Address
80,224,332,324,344,TAMAN,Vendor Address
81,334,332,555,344,PERINDUSTRIAN,Vendor Address
82,566,332,633,344,SIME,Vendor Address
83,642,333,698,346,"UEP,",Vendor Address
84,1070,332,1142,344,91100,Shipping Address
85,1150,332,1217,344,Lahad,Shipping Address
86,1225,333,1284,346,"Datu,",Shipping Address
87,1294,332,1364,344,Sabah,Shipping Address
88,223,354,295,366,47600,Vendor Address
89,305,354,419,366,SUBANG,Vendor Address
90,427,354,500,366,JAYA,Vendor Address
91,507,354,658,366,SLLANGOR,Vendor Address
92,663,355,758,366,DARUL,Vendor Address
93,764,354,856,366,LLISAN,Vendor Address
94,224,376,260,388,‘Tel,Vendor Address
