,xmin,ymin,xmax,ymax,Object,labels
0,1068,142,1176,153,Purchase,
1,1186,142,1260,153,Order,
2,1266,142,1307,153,No.,
3,1458,152,1462,153,2,
4,223,171,279,182,PDT,
5,286,171,410,182,Reference,
6,420,171,462,182,No.,
7,607,174,610,182,:,
8,1068,164,1176,175,Purchase,
9,1186,164,1260,175,Order,
10,1266,164,1323,175,Date,
11,224,222,280,237,Page,
12,231,244,322,255,Vendor,
14,944,93,1092,107,Purchase,
15,1104,93,1201,107,Order,
16,1068,193,1156,204,Printed,
17,1162,196,1191,204,on,
18,1458,196,1462,204,A,
19,756,208,894,217,S1z0009432,
20,643,222,697,233,lofl,
21,1070,222,1182,237,Expected,
22,1190,222,1285,233,Receive,
23,1296,222,1352,233,Date,
24,1362,222,1385,233,&,
25,1393,222,1462,233,Time:,
26,1493,142,1584,153,10094-6,
27,1600,142,1715,153,120009432,
28,1489,164,1619,175,09/12/2020,Issuer Date
29,1494,193,1619,204,10/12/2020,Print date
30,1627,193,1724,204,08:19:17,Print date
31,1489,221,1619,233,30/12/2020,Deliver Date
32,1632,222,1724,233,18:00:00,Deliver Date
36,1078,244,1170,259,Ship-To,
37,1180,244,1284,255,Location,
39,224,266,295,277,04516,Vendor Address
40,305,266,415,277,AWFAO2,Vendor Address
41,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
42,515,288,557,302,(MD),Vendor Address
43,566,288,622,299,SDN,Vendor Address
44,630,288,689,299,BHD,Vendor Address
45,226,310,281,322,NO.9,Vendor Address
46,290,320,295,324,",",Vendor Address
47,303,310,390,322,JALAN,Vendor Address
48,400,310,432,322,TP,Vendor Address
49,440,310,453,322,2,Vendor Address
50,224,332,324,344,TAMAN,Vendor Address
51,334,332,555,344,PERINDUSTRLIAN,Vendor Address
52,566,332,633,344,SIME,Vendor Address
53,642,333,698,346,"UEP,",Vendor Address
54,223,354,295,366,47600,Vendor Address
55,305,354,419,366,SUBANG,Vendor Address
56,427,354,500,366,JAYA,Vendor Address
57,507,354,658,366,SELANGOR,Vendor Address
58,663,355,758,366,DARUL,Vendor Address
59,764,354,856,366,LLISAN,Vendor Address
60,224,376,260,388,‘Vel,Vendor Address
61,268,380,271,388,:,Vendor Address
62,279,377,433,388,03-56334718,Vendor Address
63,442,369,524,397,563347,
64,537,377,573,388,ax,Vendor Address
65,582,380,585,388,:,Vendor Address
66,592,377,745,388,O3-56341231,Vendor Address
67,1075,266,1142,277,10094,Shipping Address
68,1150,266,1191,277,KK,Shipping Address
69,1070,288,1174,299,KBeonsave,Shipping Address
70,1183,288,1238,299,Cash,Shipping Address
71,1246,288,1268,299,&,Shipping Address
72,1275,288,1339,303,Carry,Shipping Address
73,1346,288,1406,302,(KK),Shipping Address
74,1416,288,1458,299,Sdn,Shipping Address
75,1465,288,1511,299,Bhd,Shipping Address
76,1070,311,1108,322,Lot,Shipping Address
77,1115,311,1149,322,PT,Shipping Address
78,1158,310,1212,322,1640,Shipping Address
79,1220,310,1243,322,&,Shipping Address
80,1250,311,1283,322,PT,Shipping Address
81,1293,310,1447,325,"1685,Seksyen",Shipping Address
82,1455,310,1489,323,"54,",Shipping Address
83,1498,310,1553,322,Jalan,Shipping Address
84,1560,310,1611,325,Raja,Shipping Address
85,1620,311,1743,325,Perempuan,Shipping Address
86,1748,310,1822,322,Zainab,Shipping Address
87,1832,311,1854,324,"I,",Shipping Address
88,1070,332,1151,344,Mukim,Shipping Address
89,1155,332,1231,346,"Kenali,",Shipping Address
90,1240,332,1329,347,Kubang,Shipping Address
91,1334,332,1414,346,"Kerian,",Shipping Address
92,1427,332,1495,344,16150,Shipping Address
93,1503,333,1558,344,Kota,Shipping Address
94,1567,332,1656,346,"Bharu,K",Shipping Address
95,1662,328,1740,352,clantan,Shipping Address
107,436,1190,768,1206,  ,
111,1070,376,1117,388,‘Tel:,Shipping Address
112,1124,377,1221,388,03-5162,Shipping Address
113,1230,376,1309,388,7053/4,Shipping Address
114,1380,377,1423,388,lax,Shipping Address
115,1431,380,1434,388,:,Shipping Address
116,1442,377,1538,388,03-5162,Shipping Address
117,1548,377,1605,388,7064,Shipping Address
118,225,399,307,410,E-mail:,
119,1072,399,1141,410,E-mail,
120,1150,402,1153,410,:,
121,231,422,266,430,Hem,
122,476,410,589,440,Description,
123,1085,421,1197,430,SKU/Order,
124,1206,421,1246,430,Unit,
125,1335,422,1395,430,Order,
126,1404,422,1450,430,Pack,
127,1547,410,1590,440,Total,
128,1663,421,1703,430,Unit,
129,1711,421,1762,430,Price,
130,231,429,312,459,Barcode,
131,1090,429,1175,459,Capacity,
132,1362,440,1404,449,Free,
133,1413,440,1453,449,Unit],
134,1551,440,1592,451,Qty],
135,1713,440,1762,450,arp,
136,1871,440,1920,450,any,
137,225,459,352,471,543050003,
138,1249,459,1296,471,10.0],
139,1419,459,1452,471,1.0],
140,232,479,418,490,9555684666147,
141,469,469,500,480,FC,
142,512,460,617,490,MBCH.P,
143,626,469,718,480,SHARK,
144,728,460,828,490,PENCIL,
145,827,460,870,490,0.5,
146,885,469,908,480,18,
147,923,469,998,480,130001,
148,1192,479,1241,490,AUN,
149,1417,479,1450,490,oo,
150,1547,460,1592,490,10.0],
151,1685,460,1762,490,3.2900],
152,1859,469,1920,480,32.90,
153,224,1157,292,1169,Grand,
154,300,1157,357,1169,Total,
155,363,1158,451,1169,Amount,
156,1856,1158,1920,1169,32.90,
157,227,1192,263,1199,Lemmy,
158,268,1192,278,1199,&,
159,284,1192,363,1199,Conditions,
160,363,1179,373,1209,:,
161,377,1192,420,1199,Please,
162,426,1192,463,1201,bring,
163,467,1192,507,1201,along,
164,511,1194,518,1199,a,
165,522,1194,555,1201,copy,
166,553,1179,598,1209,ofthe,
167,598,1179,639,1209,Order,
168,645,1192,683,1199,when,
169,687,1192,740,1199,delivering,
170,768,1192,806,1199,goods.,
171,814,1192,848,1199,Lach,
172,852,1192,950,1199,Purchase,
173,915,1179,948,1209,must,
174,956,1192,971,1199,be,
175,975,1192,1033,1199,attached,
176,1037,1192,1069,1199,with,
177,1074,1193,1091,1199,its,
178,1095,1194,1125,1199,own,
179,1130,1192,1193,1199,delivering,
180,1206,1192,1300,1199,ordevinvoice.,
181,1308,1192,1367,1201,Delivery,
182,1373,1193,1432,1201,quantity,
183,1437,1192,1469,1199,shall,
184,1474,1191,1525,1201,comply,
185,1523,1179,1541,1209,to,
186,1547,1192,1566,1199,the,
187,1572,1192,1741,1201,purchase,
188,1633,1179,1676,1209,order,
189,1678,1192,1741,1201,quantity.,
190,1745,1192,1816,1199,additional,
191,1821,1193,1880,1201,quantity,
192,1885,1191,1912,1199,will,
193,224,1203,237,1210,psc,
194,245,1203,297,1212,selected,
195,405,1203,434,1210,AT,
196,480,1208,482,1210,:,
197,760,1203,825,1210,Sroothen,
198,831,1203,848,1210,the,
199,856,1206,896,1210,rassiving,
200,985,1203,1032,1210,Unless,
201,1037,1190,1101,1220,Gverwrite,
202,1108,1203,1116,1210,by,
203,1126,1203,1189,1210,Nistionel,
204,1262,1203,1278,1210,IT,
205,1331,1206,1348,1210,are,
206,1355,1206,1372,1210,on,
207,1377,1203,1395,1210,the,
208,1402,1206,1438,1210,cone,
209,1542,1203,1559,1210,id,
210,1639,1203,1703,1210,whenever,
211,1756,1205,1800,1210,cannot,
212,1806,1203,1819,1210,be,
213,1827,1203,1856,1210,sald.,
214,1866,1203,1894,1212,"Any,",
215,298,1215,344,1224,ofits,
216,349,1216,363,1222,to,
217,368,1215,435,1222,Leonsave,
218,638,1216,700,1222,terminate,
219,705,1215,782,1222,ofaccounts,
220,787,1215,798,1222,&,
221,803,1215,860,1224,paynent,
226,771,1230,782,1237,*,
227,791,1230,836,1242,This,
228,845,1230,860,1242,is,
229,867,1232,971,1245,Computer,
230,978,1230,1091,1245,"generated,",
231,1100,1234,1126,1242,no,
232,1135,1230,1230,1245,signature,
233,1239,1230,1253,1242,is,
234,1262,1230,1372,1245,required.,
235,1359,1220,1370,1252,*,
