,xmin,ymin,xmax,ymax,Object,labels
0,447,182,537,224,Ali,Issuer Address
1,564,186,672,217,and,Issuer Address
2,701,186,785,217,Co,Issuer Address
3,1358,196,1470,211,Invoice,Order Number
4,1483,196,1532,211,No.,Order Number
5,1752,198,1823,211,3265,Order Number
6,465,228,582,245,Saddar,Issuer Address
7,467,254,650,274,"Rawalpindi,",Issuer Address
8,667,254,803,270,Pakistan,Issuer Address
9,827,254,927,270,42000,Issuer Address
19,1483,302,1732,329,INVOICE,--
20,1771,311,1832,320,—,--
21,273,493,327,512,Qty,--
22,756,489,935,516,Description,--
23,1350,493,1411,508,Unit,--
24,1424,493,1502,508,Price,--
25,1633,493,1742,508,TOTAL,--
26,293,517,301,531,1,--
27,389,517,458,532,Web,--
28,471,517,570,536,Design,--
29,1405,517,1521,534,$150.00,--
30,1695,517,1812,534,$150.00,--
31,293,541,301,555,1,--
32,389,541,458,556,Web,--
33,471,541,663,560,Development,--
34,1405,541,1521,558,$222.00,--
35,1695,541,1812,558,$222.00,--
36,291,566,307,580,2,--
37,390,565,447,584,App,--
38,460,565,652,584,Development,--
39,1405,565,1521,582,$322.00,--
40,1695,565,1812,582,$644.00,--
41,293,590,301,604,1,--
42,390,589,477,604,Social,--
43,491,589,578,604,Media,--
44,590,589,732,608,Marketing,--
45,1405,589,1521,606,$250.00,--
46,1695,589,1812,606,$250.00,--
47,291,614,307,628,2,--
48,390,613,457,628,SEO,--
49,1405,613,1521,630,$200.00,--
50,1695,613,1812,630,$400.00,--
51,291,637,307,651,4,--
52,391,633,517,661,Hostings,--
53,1405,636,1521,654,$150.00,--
54,1695,636,1812,654,$600.00,--
55,1384,921,1514,948,SubTotal,--
56,1667,924,1812,942,"$2,266.00",--
57,349,946,484,964,Payment,--
58,497,946,603,960,Details,--
59,1217,949,1342,967,Shipping,--
60,1355,949,1374,963,&,--
61,1388,949,1514,967,Handling,--
62,1732,948,1812,965,$7.00,--
63,335,972,367,990,©,--
64,436,967,510,994,Cash,--
65,1190,973,1279,987,Taxes,--
66,1388,968,1462,995,State,--
67,1695,972,1812,989,$113.30,--
68,339,992,353,1018,©O,--
69,436,997,529,1011,Check,--
70,342,1016,357,1044,Oo,--
71,436,1021,523,1035,Credit,--
72,534,1021,603,1035,Card,--
73,1405,1021,1515,1035,TOTAL,--
74,1667,1020,1812,1038,"$2,386.30",--
75,289,1053,374,1067,Name,--
76,1253,1077,1338,1092,Office,--
77,1352,1077,1407,1092,Use,--
78,1419,1077,1485,1095,Only,--
80,558,1101,664,1119,Expires,--
85,308,1173,462,1188,Customer,Invoice Address
86,222,1197,308,1211,Name,Invoice Address
87,389,1197,474,1211,Aksar,Invoice Address
88,484,1197,680,1215,Technologies,Invoice Address
89,1315,1193,1381,1219,Date,--
90,1548,1197,1688,1211,4/31/2021,--
91,220,1216,340,1245,Address,Invoice Address
92,390,1220,452,1235,STP,Invoice Address
93,466,1221,615,1235,Islamabad,Invoice Address
94,1313,1220,1397,1235,Order,--
95,1410,1221,1456,1235,No.,--
96,1548,1221,1583,1235,25,--
99,210,1240,276,1267,City,Invoice Address
100,392,1245,541,1259,Islamabad,Invoice Address
101,759,1244,834,1259,State,Invoice Address
102,851,1245,948,1259,Pakiste,Invoice Address
103,971,1245,1021,1259,ZIP,Invoice Address
104,1036,1245,1126,1259,44000,Invoice Address
105,1315,1245,1372,1263,Rep,--
106,1550,1245,1584,1259,Nil,--
107,223,1269,314,1283,Phone,Invoice Address
108,1315,1268,1380,1283,FOB,--
109,1551,1269,1601,1283,IBD,--
112,732,1321,815,1336,Insert,--
113,825,1321,950,1336,Farewell,--
114,959,1321,1111,1336,Statement,--
115,1120,1321,1190,1336,Here,--
