,xmin,ymin,xmax,ymax,Object,labels
0,944,93,1092,107,Purchase,
1,1104,93,1201,107,Order,
2,1068,142,1176,153,Purchase,
3,1186,142,1260,153,Order,
4,1266,142,1307,153,No.,
5,1458,146,1462,153,:,
6,1493,142,1554,153,10091,
7,1600,142,1714,153,20030195,
8,223,171,279,182,PDT,
9,286,171,410,182,Reference,
10,420,171,462,182,No.,
11,607,174,610,182,:,
12,1068,164,1176,175,Purchase,
13,1186,164,1260,175,Order,
14,1266,164,1323,175,Date,
15,1458,174,1462,175,2,
16,1489,164,1619,175,09/12/2020,Issuer Date
17,1068,193,1156,204,Printed,
18,1162,196,1191,204,on,
19,1458,196,1462,204,2,
20,1494,193,1619,204,10/12/2020,Print date
21,1627,193,1724,204,08:19:17,Print date
22,756,208,892,217,6120030195,
23,1070,222,1182,237,Expected,
24,1190,222,1285,233,Receive,
25,1296,222,1352,233,Date,
26,1362,222,1385,233,&,
27,1393,222,1462,233,Time:,
28,1489,221,1619,233,30/12/2020,Deliver Date
29,1632,222,1724,233,18:00:00,Deliver Date
31,224,212,280,243,Page,
32,607,225,610,233,:,
33,643,222,697,233,Lofl,
34,231,244,322,255,Vendor,
37,1078,244,1170,259,Ship-To,
38,1180,244,1284,255,Location,
43,224,266,295,277,04516,Vendor Address
44,305,266,415,277,AWFAO2,Vendor Address
45,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
46,515,288,557,302,(MD),Vendor Address
47,566,288,622,299,SDN,Vendor Address
48,630,288,689,299,BHD,Vendor Address
49,226,310,281,322,NO.9,Vendor Address
50,290,320,295,324,",",Vendor Address
51,303,310,390,322,JALAN,Vendor Address
52,400,310,432,322,TP,Vendor Address
53,440,310,453,322,2,Vendor Address
54,224,332,324,344,TAMAN,Vendor Address
55,334,332,555,344,PERINDUSTRLIAN,Vendor Address
56,566,332,633,344,SIME,Vendor Address
57,642,333,698,346,"UEP,",Vendor Address
58,223,354,295,366,47600,Vendor Address
59,305,354,419,366,SUBANG,Vendor Address
60,427,354,500,366,JAYA,Vendor Address
61,507,354,658,366,SELANGOR,Vendor Address
62,663,355,758,366,DARUL,Vendor Address
63,764,354,856,366,LLISAN,Vendor Address
64,224,376,260,388,‘Vel,Vendor Address
65,268,380,271,388,:,Vendor Address
66,279,377,433,388,03-56334718,Vendor Address
67,442,369,524,397,563347,
68,537,377,573,388,ax,Vendor Address
69,582,380,585,388,:,Vendor Address
70,592,377,745,388,O3-56341231,Vendor Address
71,1075,266,1137,277,10091,Shipping Address
72,1151,266,1236,277,SW/PK,Shipping Address
73,1070,288,1174,299,Beonsave,Shipping Address
74,1183,288,1238,299,Cash,Shipping Address
75,1246,288,1268,299,&,Shipping Address
76,1275,288,1339,303,Carry,Shipping Address
77,1346,288,1401,302,(PK),Shipping Address
78,1410,288,1453,299,Sdn,Shipping Address
79,1460,288,1505,299,Bhd,Shipping Address
80,1070,310,1166,324,"PT9527,",Shipping Address
81,1175,310,1260,322,JALAN,Shipping Address
82,1271,310,1331,323,"AU1,",Shipping Address
83,1341,310,1412,322,34000,Shipping Address
84,1420,310,1538,324,"TAIPING,",Shipping Address
85,1070,333,1167,344,PERAK.,Shipping Address
86,1070,376,1106,388,‘Tel,Shipping Address
87,1114,380,1117,388,:,Shipping Address
88,1380,377,1423,388,liax,Shipping Address
89,1431,380,1434,388,:,Shipping Address
90,1442,377,1597,388,O3-31658304,Shipping Address
