,xmin,ymin,xmax,ymax,Object,labels
0,944,93,1092,107,Purchase,
1,1104,93,1201,107,Order,
2,1068,142,1176,153,Purchase,Order Number
3,1186,142,1260,153,Order,Order Number
4,1266,142,1307,153,No.,Order Number
5,1458,146,1462,153,:,Order Number
6,1493,142,1554,153,10071,Order Number
7,1600,142,1715,153,20012069,Order Number
8,223,171,279,182,PDT,
9,286,171,410,182,Reference,
10,420,171,462,182,No.,
11,607,174,610,182,:,
12,1068,164,1176,175,Purchase,Issuer Date
13,1186,164,1260,175,Order,Issuer Date
14,1266,164,1323,175,Date,Issuer Date
15,1458,168,1462,175,2,Issuer Date
16,1489,164,1619,175,22/09/2020,Issuer Date
17,1068,193,1156,204,Printed,Print date
18,1162,196,1191,204,on,Print date
19,1458,196,1462,198,2,Print date
20,1489,193,1619,204,23/09/2020,Print date
21,1627,193,1724,204,09:18:16,Print date
22,754,208,894,217,S120012069,
43,219,1258,686,1284,  ,
44,1221,1262,1258,1284,   ,
48,224,222,280,237,Page,
49,607,225,610,233,:,
50,643,222,697,233,lof,
51,1070,222,1182,237,Expected,Deliver Date
52,1190,222,1285,233,Receive,Deliver Date
53,1296,222,1352,233,Date,Deliver Date
54,1362,222,1385,233,&,Deliver Date
55,1393,222,1462,233,Time:,Deliver Date
56,1494,221,1619,233,11/11/2020,Deliver Date
57,1632,222,1724,233,15:00:00,Deliver Date
58,231,244,322,255,Vendor,Vendor Address
59,1078,244,1170,259,Ship-To,Shipping Address
60,1180,244,1284,255,Location,Shipping Address
61,224,266,295,277,04516,Vendor Address
62,305,266,415,277,AWFAO2,Vendor Address
63,1075,266,1137,277,10071,Shipping Address
64,1150,266,1198,277,BINT,Shipping Address
65,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
66,515,288,557,302,(MD),Vendor Address
67,566,288,622,299,SDN,Vendor Address
68,630,288,689,299,BHD,Vendor Address
69,1070,288,1223,299,BCONSAVE,Shipping Address
70,1230,288,1306,299,CASH,Shipping Address
71,1313,288,1335,299,&,Shipping Address
72,1342,288,1439,299,CARRY,Shipping Address
73,1446,288,1504,302,(EM),Shipping Address
74,1514,288,1570,299,SDN,Shipping Address
75,1578,288,1637,299,BHD,Shipping Address
76,226,310,281,322,NO.9,Vendor Address
77,290,320,295,324,",",Vendor Address
78,303,310,390,322,JALAN,Vendor Address
79,400,310,432,322,TP,Vendor Address
80,440,310,453,322,2,Vendor Address
81,1072,310,1218,322,BINATANG,Shipping Address
82,1227,310,1310,322,LEASE,Shipping Address
83,1316,310,1447,322,"47166,LOT",Shipping Address
84,1450,310,1507,324,"978,",Shipping Address
85,1516,311,1590,324,(NEW,Shipping Address
86,1598,310,1667,322,LOTS,Shipping Address
87,1679,310,1898,324,1170-1175)JALAN,Shipping Address
88,1908,310,1922,322,©,Shipping Address
89,224,332,324,344,TAMAN,Vendor Address
90,334,332,555,344,PERINDUSTRIAN,Vendor Address
91,566,332,633,344,SIME,Vendor Address
92,642,333,698,346,"UEP,",Vendor Address
93,1072,333,1155,344,WARD,Shipping Address
94,1165,332,1247,346,"12/580,",Shipping Address
95,1257,323,1395,355,BINATANG,Shipping Address
96,1408,332,1487,344,TOWN,Shipping Address
97,1498,332,1695,344,DISTRICT96500,Shipping Address
98,1703,333,1749,344,BIN,Shipping Address
99,1757,332,1923,346,"TANGOR,SAE",Shipping Address
100,223,354,295,366,47600,Vendor Address
