,xmin,ymin,xmax,ymax,Object,labels
0,465,186,537,216,Ali,--
1,564,186,674,217,and,--
2,701,186,785,217,Co,--
3,465,228,582,245,Saddar,Issuer Address
4,467,254,650,274,"Rawalpindi,",Issuer Address
5,667,254,803,270,Pakistan,Issuer Address
6,827,254,927,270,42000,--
10,308,348,462,363,Customer,Issuer Address
11,222,374,308,388,Name,--
12,389,374,474,388,Aksar,--
13,484,374,680,392,Technologies,--
18,1483,302,1732,329,INVOICE,--
24,220,393,340,422,Address,--
25,390,397,452,412,STP,--
26,466,398,615,412,Islamabad,--
27,210,417,276,444,City,--
28,392,422,541,436,Islamabad,--
29,759,421,834,436,State,--
30,851,422,948,436,Pakiste,--
31,971,422,1021,436,ZIP,--
32,1036,422,1126,436,44000,--
33,223,445,314,460,Phone,--
34,1358,469,1470,484,Invoice,--
35,1483,469,1532,484,No.,--
36,1752,471,1823,484,3265,--
37,273,493,327,512,Qty,--
38,756,489,935,516,Description,--
39,1350,493,1411,508,Unit,--
40,1424,493,1502,508,Price,--
41,1633,493,1742,508,TOTAL,--
42,293,517,301,531,1,--
43,389,517,458,532,Web,--
44,471,517,570,536,Design,--
45,582,517,615,531,All,--
46,629,517,719,536,Pages,--
47,1405,517,1521,534,$150.00,--
48,1695,517,1812,534,$150.00,--
49,293,541,301,555,1,--
50,389,541,458,556,Web,--
51,471,541,663,560,Development,--
52,1405,541,1521,558,$222.00,--
53,1695,541,1812,558,$222.00,--
54,291,566,307,580,2,--
55,389,565,447,584,App,--
56,460,565,652,584,Development,--
57,1377,565,1521,582,"$5,555.00",--
58,1649,565,1812,582,"$11,110.00",--
59,293,590,301,604,1,--
60,390,589,477,604,Social,--
61,491,589,578,604,Media,--
62,590,589,732,608,Marketing,--
63,1405,589,1521,606,$250.00,--
64,1695,589,1812,606,$250.00,--
65,291,614,307,628,2,--
66,390,613,457,628,SEO,--
67,1405,613,1521,630,$200.00,--
68,1695,613,1812,630,$400.00,--
69,291,637,307,651,4,--
70,391,633,517,661,Hostings,--
71,1405,636,1521,654,$150.00,--
72,1695,636,1812,654,$600.00,--
73,1384,921,1514,948,SubTotal,--
74,1649,924,1812,942,"$12,732.00",--
75,349,946,484,964,Payment,--
76,497,946,603,960,Details,--
77,1217,949,1342,967,Shipping,--
78,1355,949,1374,963,&,--
79,1388,949,1514,967,Handling,--
80,1732,948,1812,965,$7.00,--
81,335,972,367,990,©,--
82,436,967,510,994,Cash,--
83,1190,973,1279,987,Taxes,--
84,1388,968,1462,995,State,--
85,1695,972,1812,989,$636.60,--
86,339,992,353,1018,©O,--
87,436,997,529,1011,Check,--
88,342,1016,357,1044,Oo,--
89,436,1021,523,1035,Credit,--
90,534,1021,603,1035,Card,--
91,1405,1021,1515,1035,TOTAL,--
92,1649,1020,1812,1038,"$13,375.60",--
93,289,1053,374,1067,Name,--
94,1253,1077,1338,1092,Office,--
95,1352,1077,1407,1092,Use,--
96,1419,1077,1485,1095,Only,--
98,558,1101,664,1119,Expires,--
100,223,1193,288,1220,Date,--
101,389,1197,530,1211,4/31/2021,--
102,221,1220,304,1235,Order,--
103,317,1221,363,1235,No.,--
104,389,1221,424,1235,25,--
105,223,1245,280,1263,Rep,--
106,391,1245,425,1259,Nil,--
107,223,1268,287,1283,FOB,--
108,392,1269,442,1283,IBD,--
114,732,1321,815,1336,Insert,--
115,825,1321,950,1336,Farewell,--
116,959,1321,1111,1336,Statement,--
117,1120,1321,1190,1336,Here,--
