,xmin,ymin,xmax,ymax,Object,labels
0,465,186,537,216,Ali,Issuer Address
1,564,186,674,217,and,Issuer Address
2,701,186,785,217,Co,Issuer Address
3,465,228,582,245,Saddar,Issuer Address
4,467,254,650,274,"Rawalpindi,",Issuer Address
5,667,254,803,270,Pakistan,Issuer Address
6,827,254,927,270,42000,Issuer Address
8,1427,325,1432,328,=,--
9,1483,302,1732,329,INVOICE,--
10,1771,311,1832,320,=,--
24,1358,325,1466,340,Invoi__,--
25,1483,339,1532,340,--_-,--
26,308,348,462,363,Customer,Invoice Address
27,222,374,308,388,Name,Invoice Address
28,389,374,474,388,Aksar,Invoice Address
29,484,374,680,392,Technologies,Invoice Address
30,220,393,340,422,Address,Invoice Address
31,390,397,452,412,STP,Invoice Address
32,466,398,615,412,Islamabad,Invoice Address
33,210,417,276,444,City,Invoice Address
34,392,422,541,436,Islamabad,Invoice Address
35,759,421,834,436,State,Invoice Address
36,851,422,948,436,Pakiste,Invoice Address
37,971,422,1021,436,ZIP,Invoice Address
38,1036,422,1126,436,44000,Invoice Address
39,223,445,314,460,Phone,Invoice Address
40,273,493,327,512,Qty,--
41,756,489,935,516,Description,--
42,1350,493,1411,508,Unit,--
43,1424,493,1502,508,Price,--
44,1633,493,1742,508,TOTAL,--
45,293,517,301,531,1,--
46,389,517,458,532,Web,--
47,471,517,570,536,Design,--
48,582,517,615,531,All,--
49,629,517,719,536,Pages,--
50,1405,517,1521,534,$150.00,--
51,1695,517,1812,534,$150.00,--
52,293,541,301,555,1,--
53,389,541,458,556,Web,--
54,471,541,663,560,Development,--
55,1405,541,1521,558,$222.00,--
56,1695,541,1812,558,$222.00,--
57,291,566,307,580,2,--
58,389,565,447,584,App,--
59,460,565,652,584,Development,--
60,1377,565,1521,582,"$5,555.00",--
61,1649,565,1812,582,"$11,110.00",--
62,293,590,301,604,1,--
63,390,589,477,604,Social,--
64,491,589,578,604,Media,--
65,590,589,732,608,Marketing,--
66,1405,589,1521,606,$250.00,--
67,1695,589,1812,606,$250.00,--
68,291,614,307,628,2,--
69,390,613,457,628,SEO,--
70,1405,613,1521,630,$200.00,--
71,1695,613,1812,630,$400.00,--
72,291,637,307,651,4,--
73,391,633,517,661,Hostings,--
74,1405,636,1521,654,$150.00,--
75,1695,636,1812,654,$600.00,--
76,1384,921,1514,948,SubTotal,--
77,1649,924,1812,942,"$12,732.00",--
78,349,946,484,964,Payment,--
79,497,946,603,960,Details,--
80,1217,949,1342,967,Shipping,--
81,1355,949,1374,963,&,--
82,1388,949,1514,967,Handling,--
83,1732,948,1812,965,$7.00,--
84,335,972,367,990,©,--
85,436,967,510,994,Cash,--
86,1190,973,1279,987,Taxes,--
87,1388,968,1462,995,State,--
88,1695,972,1812,989,$636.60,--
89,339,992,353,1018,©O,--
90,436,997,529,1011,Check,--
91,342,1016,357,1044,Oo,--
92,436,1021,523,1035,Credit,--
93,534,1021,603,1035,Card,--
94,1405,1021,1515,1035,TOTAL,--
95,1649,1020,1812,1038,"$13,375.60",--
96,289,1053,374,1067,Name,--
97,1253,1077,1338,1092,Office,--
98,1352,1077,1407,1092,Use,--
99,1419,1077,1485,1095,Only,--
101,558,1101,664,1119,Expires,--
105,1315,1193,1381,1220,Date,--
106,1548,1197,1688,1211,4/31/2021,Issuer Date
107,1313,1220,1397,1235,Order,Order Number
108,1410,1221,1456,1235,No.,Order Number
109,1548,1221,1583,1235,25,Order Number
110,1315,1245,1372,1263,Rep,--
111,1550,1245,1584,1259,Nil,--
112,1315,1268,1380,1283,FOB,--
113,1551,1269,1601,1283,IBD,--
116,732,1321,815,1336,Insert,--
117,825,1321,950,1336,Farewell,--
118,959,1321,1111,1336,Statement,--
119,1120,1321,1190,1336,Here,--
