,xmin,ymin,xmax,ymax,Object,labels
0,223,171,279,182,PDT,
1,286,171,410,182,Reference,
2,420,171,462,182,No.,
3,224,222,280,237,Page,
4,643,222,697,233,lofl,
5,1068,142,1176,153,Purchase,
6,1186,142,1260,153,Order,
7,1266,142,1307,153,No.,
8,607,174,610,182,:,
9,1068,164,1176,175,Purchase,
10,1186,164,1260,175,Order,
11,1266,164,1323,175,Date,
12,1068,193,1156,204,Printed,
13,1162,196,1191,204,on,
14,1458,196,1462,198,A,
15,944,93,1092,107,Purchase,
16,1104,93,1201,107,Order,
17,756,208,894,217,6120041095,
18,1493,142,1568,153,10055-,
19,1489,164,1619,175,09/12/2020,Issuer Date
20,1494,193,1619,204,10/12/2020,Print date
21,1627,193,1724,204,08:19:16,Print date
22,1600,142,1714,153,20041095,
24,1070,222,1182,237,Expected,
25,1190,222,1285,233,Receive,
26,1296,222,1352,233,Date,
27,1362,222,1385,233,&,
28,1393,222,1462,233,Time:,
29,1489,221,1619,233,30/12/2020,Deliver Date
30,1632,222,1724,233,18:00:00,Deliver Date
32,231,244,322,255,Vendor,
36,1078,244,1170,259,Ship-To,
37,1180,244,1284,255,Location,
40,224,266,295,277,04516,Vendor Address
41,305,266,415,277,AWFAO2,Vendor Address
42,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
43,515,288,557,302,(MD),Vendor Address
44,566,288,622,299,SDN,Vendor Address
45,630,288,689,299,BHD,Vendor Address
46,226,310,281,322,NO.9,Vendor Address
47,290,320,295,324,",",Vendor Address
48,303,310,390,322,JALAN,Vendor Address
49,400,310,432,322,TP,Vendor Address
50,440,310,453,322,2,Vendor Address
51,224,332,324,344,TAMAN,Vendor Address
52,334,332,555,344,PERINDUSTRLIAN,Vendor Address
53,566,332,633,344,SIME,Vendor Address
54,642,333,698,346,"UEP,",Vendor Address
55,1075,266,1140,277,10055,Shipping Address
56,1150,266,1188,277,GB,Shipping Address
57,1070,288,1174,299,Beonsave,Shipping Address
58,1183,288,1238,299,Cash,Shipping Address
59,1246,288,1268,299,&,Shipping Address
60,1275,288,1339,303,Carry,Shipping Address
61,1346,288,1401,302,(GB),Shipping Address
62,1410,288,1453,299,Sdn,Shipping Address
63,1460,288,1505,299,Bhd,Shipping Address
64,1070,310,1123,322,PTD,Shipping Address
65,1133,310,1201,322,14738,Shipping Address
66,1210,311,1270,322,Pusat,Shipping Address
67,1278,310,1378,322,Komersil,Shipping Address
68,1384,310,1471,324,"Gambir,",Shipping Address
69,1480,310,1536,322,Jalan,Shipping Address
70,1542,310,1624,322,Gambir,Shipping Address
71,1631,310,1650,323,"2,",Shipping Address
72,1660,310,1740,322,Bandar,Shipping Address
73,1747,311,1800,322,Baru,Shipping Address
74,1807,310,1865,322,Bukit,Shipping Address
75,1872,310,1923,322,Gar,
86,1071,332,1142,344,84800,Shipping Address
87,1149,332,1208,344,Bukit,Shipping Address
88,223,354,295,366,47600,Vendor Address
89,305,354,419,366,SUBANG,Vendor Address
90,427,354,500,366,JAYA,Vendor Address
91,507,354,658,366,SELANGOR,Vendor Address
92,663,355,758,366,DARUL,Vendor Address
93,764,354,856,366,LLISAN,Vendor Address
94,224,376,260,388,‘Vel,Vendor Address
95,268,380,271,388,:,Vendor Address
96,279,377,433,388,03-56334718,Vendor Address
97,442,369,524,397,563347,
98,537,377,573,388,ax,Vendor Address
99,582,380,585,388,:,Vendor Address
100,592,377,745,388,O3-56341231,Vendor Address
101,1070,376,1106,388,‘Tel,Shipping Address
102,1114,380,1117,388,:,Shipping Address
103,1124,376,1286,388,O06-9765841/2,Shipping Address
104,1380,377,1423,388,liax,Shipping Address
105,1431,380,1434,388,:,Shipping Address
106,1442,377,1581,388,06-9765843,Shipping Address
107,1072,399,1153,410,E-mail:,
108,231,422,272,430,Tem,
109,476,411,589,439,Description,
110,1085,421,1197,430,SKU/Order,
111,1206,421,1246,430,Unit,
112,1335,422,1395,430,Order,
113,1404,422,1450,430,Pack,
114,1547,411,1585,439,Total,
115,1663,421,1703,430,Unit,
116,1711,421,1762,430,Price|,
117,1844,422,1921,430,Amoung],
118,231,430,310,458,Barcode,
119,1090,430,1175,458,Capacity,
120,1413,440,1453,449,Unit],
121,1713,440,1762,450,arn),
122,1871,440,1920,450,ann,
123,225,459,353,471,542360027,
124,501,469,503,472,.,
125,1249,459,1296,471,10.0],
126,1419,459,1452,471,1.0),
127,231,479,417,490,4026700407594,
128,469,469,500,480,FC,
129,512,469,573,480,UA,
130,581,469,633,480,ALL,
131,640,469,766,480,PURPOSE,
132,773,469,836,480,33ML,
133,850,469,965,480,91040759,
134,1192,479,1292,490,LUND,
135,1417,479,1452,490,oo,
136,1547,461,1592,489,10.0],
137,1684,461,1762,489,5.6900],
138,1856,469,1920,480,56.90},
139,224,1157,292,1169,[Grand,
140,300,1157,357,1169,Total,
141,363,1158,451,1169,Amount,
142,1857,1158,1920,1169,56.90,
143,227,1192,263,1199,Jenny,
144,268,1192,279,1199,&,
145,284,1192,363,1199,Conditions,
146,363,1180,373,1208,:,
147,377,1192,420,1199,Please,
148,426,1192,463,1201,bring,
149,467,1192,507,1201,along,
150,511,1194,518,1199,a,
151,522,1194,555,1201,copy,
152,560,1192,598,1199,ofthe,
153,598,1180,639,1208,Order,
154,645,1192,683,1199,when,
155,687,1192,740,1199,delivering,
156,768,1192,806,1199,goods.,
157,814,1180,848,1208,Latch,
158,852,1192,916,1199,Purchase,
159,919,1193,950,1199,must,
160,953,1180,964,1208,be,
161,965,1192,1033,1199,attached,
162,1037,1192,1069,1199,with,
163,1074,1193,1091,1199,its,
164,1095,1194,1125,1199,own,
165,1130,1192,1193,1199,delivering,
166,1206,1192,1300,1199,order/invoice.,
167,1308,1192,1367,1201,Delivery,
168,1373,1193,1432,1201,quantity,
169,1437,1192,1469,1199,shall,
170,1474,1191,1525,1201,comply,
171,1529,1193,1542,1199,to,
172,1547,1192,1569,1199,the,
173,1572,1192,1741,1201,purchase,
174,1634,1180,1672,1208,order,
175,1674,1192,1741,1201,"quantity,",
176,1745,1192,1816,1199,additional,
177,1821,1193,1880,1201,quantity,
178,1885,1191,1912,1199,will,
179,224,1203,237,1210,fine,
180,405,1203,434,1210,ATT,
181,831,1203,848,1210,the,
182,856,1206,896,1210,receiving,
183,924,1206,976,1213,process.,
184,985,1203,1032,1210,Unlens,
185,1037,1191,1101,1219,overwrite,
186,1108,1203,1125,1212,by,
187,1129,1203,1189,1210,National,
188,1262,1203,1278,1210,AIL,
189,1284,1203,1326,1212,Roos,
190,1331,1206,1348,1210,are,
191,1355,1206,1372,1210,on,
192,1377,1203,1395,1210,the,
193,1402,1206,1438,1210,cons,
194,1542,1203,1559,1210,nd,
195,1564,1203,1631,1210,returnable,
196,1639,1203,1703,1210,whenever,
197,1709,1203,1751,1212,goods,
198,1756,1205,1800,1210,cannot,
199,1806,1203,1819,1210,be,
200,1827,1203,1856,1210,sald.,
201,1866,1203,1894,1212,Any,
202,224,1215,295,1222,hines/otter,
203,298,1215,313,1222,of,
204,313,1204,344,1232,sits,
205,349,1216,363,1222,to,
206,368,1215,435,1222,Econsave:,
207,638,1216,700,1222,terminate,
208,705,1215,782,1222,ofaccounts,
209,787,1215,797,1222,&,
210,803,1216,860,1224,paynent,
212,436,1190,768,1206,  ,
220,771,1230,782,1237,*,
221,791,1230,836,1242,This,
222,845,1230,860,1242,is,
223,867,1232,971,1245,Computer,
224,978,1230,1091,1245,"generated,",
225,1100,1234,1126,1242,no,
226,1135,1230,1230,1245,signature,
227,1239,1230,1253,1242,is,
228,1262,1230,1372,1245,required.,
229,1359,1220,1370,1252,*,
