,xmin,ymin,xmax,ymax,Object,labels
0,944,93,1092,107,Purchase,
1,1104,93,1201,107,Order,
2,1068,142,1176,153,Purchase,
3,1186,142,1260,153,Order,
4,1266,142,1307,153,No.,
5,1458,152,1462,153,:,
6,1493,142,1710,153,10083-6120043621,
7,223,171,279,182,PDT,
8,286,171,410,182,Reference,
9,420,171,462,182,No.,
10,607,174,610,182,:,
11,1068,164,1176,175,Purchase,
12,1186,164,1260,175,Order,
13,1266,164,1323,175,Date,
14,1458,174,1462,175,2,
15,1489,164,1619,175,09/12/2020,Issuer Date
16,1068,193,1156,204,Printed,
17,1162,196,1191,204,on,
18,1458,196,1462,198,2,
19,1494,193,1619,204,10/12/2020,Print date
20,1627,193,1724,204,08:19:16,Print date
21,756,198,892,226,6120043621,
22,1458,203,1462,204,.,
32,253,558,276,569,  ,
39,224,212,280,243,Page,
40,607,225,610,233,:,
41,643,222,697,233,Lofl,
42,1070,222,1182,237,Expected,
43,1190,222,1285,233,Receive,
44,1296,222,1352,233,Date,
45,1362,222,1385,233,&,
46,1393,222,1462,233,Time:,
47,1489,221,1619,233,30/12/2020,Deliver Date
48,1632,222,1724,233,18:00:00,Deliver Date
49,231,234,322,265,Vendor,
50,1078,244,1170,259,Ship-To,
51,1180,244,1284,255,Location,
52,224,266,295,277,04516,Vendor Address
53,305,266,415,277,AWFAO2,Vendor Address
54,1075,266,1140,277,10083,Shipping Address
55,1150,266,1180,277,JK,Shipping Address
56,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
57,515,288,557,302,(M),Vendor Address
58,566,288,622,299,SPN,Vendor Address
59,630,288,689,299,BHD,Vendor Address
60,1070,288,1174,299,Beonsave,Shipping Address
61,1183,288,1238,299,Cash,Shipping Address
62,1246,288,1268,299,&,Shipping Address
63,1275,288,1339,303,Carry,Shipping Address
64,1346,288,1395,302,(IK),Shipping Address
65,1405,288,1447,299,Sdn,Shipping Address
66,1454,288,1500,299,Bhd,Shipping Address
67,226,310,281,322,NO.9,Vendor Address
68,290,320,295,324,",",Vendor Address
69,303,310,390,322,JALAN,Vendor Address
70,400,310,432,322,TP,Vendor Address
71,440,310,453,322,2,Vendor Address
72,1072,310,1133,324,"No.1,",Shipping Address
73,1142,310,1197,322,Jalan,Shipping Address
74,1205,310,1268,322,BDJS,Shipping Address
75,1277,310,1296,324,"2,",Shipping Address
76,1308,310,1358,322,Blok,Shipping Address
77,1367,311,1476,325,Dagangan,Shipping Address
78,1482,310,1556,325,Jengka,Shipping Address
79,1566,310,1674,325,"Sejahtera,",Shipping Address
80,224,332,324,344,‘TAMAN,Vendor Address
81,334,332,555,344,PERINDUS'TRIAN,Vendor Address
82,566,332,633,344,SIME,Vendor Address
83,642,333,698,346,"UEP,",Vendor Address
84,1070,332,1142,344,26400,Shipping Address
85,1149,332,1230,344,Bandar,Shipping Address
86,1241,333,1280,344,‘Cun,Shipping Address
87,1285,332,1355,344,Abdul,Shipping Address
88,1360,332,1518,347,"Razak,Jengka,",Shipping Address
89,1527,332,1608,347,Pahang,Shipping Address
90,223,354,295,366,47600,Vendor Address
91,305,354,419,366,SUBANG,Vendor Address
92,427,354,500,366,JAYA,Vendor Address
93,507,354,658,366,SELANGOR,Vendor Address
94,663,355,758,366,DARUL,Vendor Address
95,764,354,856,366,LIISAN,Vendor Address
96,224,376,260,388,‘Yel,Vendor Address
97,268,380,271,388,:,Vendor Address
