,xmin,ymin,xmax,ymax,Object,labels
0,944,93,1092,107,Purchase,
1,1104,93,1201,107,Order,
2,1068,142,1176,153,Purchase,
3,1186,142,1260,153,Order,
4,1266,142,1307,153,No.,
5,1458,146,1462,153,:,
6,1493,142,1554,153,10091,
7,1600,142,1714,153,20030193,
8,223,171,279,182,PDT,
9,286,171,410,182,Reference,
10,420,171,462,182,No.,
11,607,174,610,182,:,
12,1068,164,1176,175,Purchase,
13,1186,164,1260,175,Order,
14,1266,164,1323,175,Date,
15,1458,174,1462,175,2,
16,1489,164,1619,175,09/12/2020,Issuer Date
17,1068,193,1156,204,Printed,
18,1162,196,1191,204,on,
19,1458,196,1462,204,:,
20,1494,193,1619,204,10/12/2020,Print date
21,1627,193,1724,204,08:19:17,Print date
22,756,208,892,217,6120030193,
23,1070,222,1182,237,Expected,
24,1190,222,1285,233,Receive,
25,1296,222,1352,233,Date,
26,1362,222,1385,233,&,
27,1393,222,1462,233,Time:,
28,1489,221,1619,233,30/12/2020,Deliver Date
29,1632,222,1724,233,18:00:00,Deliver Date
30,1078,244,1170,259,Ship-To,
31,1180,244,1284,255,Location,
32,1075,266,1137,277,10091,Shipping Address
33,1151,266,1236,277,SW/PEK,Shipping Address
34,1070,288,1174,299,Beonsave,Shipping Address
35,1183,288,1238,299,Cash,Shipping Address
36,1246,288,1268,299,&,Shipping Address
37,1275,288,1339,303,Carry,Shipping Address
38,1346,288,1401,302,(PK),Shipping Address
39,1410,288,1453,299,Sdn,Shipping Address
40,1460,288,1505,299,Bhd,Shipping Address
41,1070,310,1166,324,"PT9527,",Shipping Address
42,1175,310,1260,322,JALAN,Shipping Address
43,1271,310,1331,323,"AU1,",Shipping Address
44,1341,310,1412,322,34000,Shipping Address
45,1420,310,1538,324,"TAIPING,",Shipping Address
46,1070,333,1167,344,PERAK.,Shipping Address
48,224,212,280,243,Page,
49,607,225,610,233,:,
50,643,222,697,233,Lofl,
51,231,244,322,255,Vendor,
52,224,266,295,277,04516,Vendor Address
53,305,266,415,277,AWFAO2,Vendor Address
54,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
55,515,288,557,302,(M),Vendor Address
56,566,288,622,299,SPN,Vendor Address
57,630,288,689,299,BHD,Vendor Address
58,226,310,281,322,NO.9,Vendor Address
59,290,320,295,324,",",Vendor Address
60,303,310,390,322,JALAN,Vendor Address
61,400,310,432,322,TP,Vendor Address
62,440,310,453,322,2,Vendor Address
63,224,332,324,344,‘TAMAN,Vendor Address
64,334,332,555,344,PERINDUS'TRIAN,Vendor Address
65,566,332,633,344,SIME,Vendor Address
66,642,333,698,346,"UEP,",Vendor Address
67,223,354,295,366,47600,Vendor Address
68,305,354,419,366,SUBANG,Vendor Address
69,427,354,500,366,JAYA,Vendor Address
70,507,354,658,366,SELANGOR,Vendor Address
71,663,355,758,366,DARUL,Vendor Address
72,764,354,856,366,LIISAN,Vendor Address
73,224,376,260,388,‘Yel,Vendor Address
74,268,380,271,388,:,Vendor Address
75,279,377,433,388,03-56334718,Vendor Address
76,442,367,525,398,563347,
77,535,377,572,388,ax,Vendor Address
78,582,380,585,388,:,Vendor Address
79,592,377,745,388,03-56341231,Vendor Address
80,225,399,307,410,E-muil:,
87,1070,376,1106,388,‘Tel,Shipping Address
88,1114,380,1117,388,:,Shipping Address
89,1380,377,1423,388,liax,Shipping Address
90,1431,380,1434,388,:,Shipping Address
