,xmin,ymin,xmax,ymax,Object,labels
0,944,93,1092,107,Purchase,
1,1104,93,1201,107,Order,
2,223,171,279,182,PDT,
3,286,171,410,182,Reference,
4,420,171,462,182,No.,
5,607,174,610,182,:,
6,754,208,894,217,6120043443,
7,224,212,280,243,Page,
8,638,222,701,233,2of2,
9,1068,142,1176,153,Purchase,
10,1186,142,1260,153,Order,
11,1266,142,1307,153,No.,
12,1068,164,1176,175,Purchase,
13,1186,164,1260,175,Order,
14,1265,164,1323,175,Date,
15,1068,193,1156,204,Printed,
16,1162,196,1191,204,on,
17,1070,222,1182,237,Expected,
18,1190,222,1285,233,Receive,
19,1296,222,1352,233,Date,
20,1362,222,1385,233,&,
21,1393,222,1462,233,Time:,
22,1458,152,1462,153,:,
23,1493,142,1714,153,10039-6120043443,
24,1458,174,1462,175,2,
25,1489,164,1619,175,09/12/2020,Issuer Date
26,1458,196,1462,204,2,
27,1494,193,1618,204,10/12/2020,Print date
28,1627,185,1724,213,08:19:16,Print date
29,1489,221,1619,233,30/12/2020,Deliver Date
30,1632,222,1724,233,18:00:00,Deliver Date
32,231,244,322,255,Vendor,
36,1078,244,1170,259,Ship-To,
37,1180,244,1284,255,Location,
40,224,266,295,277,04516,Vendor Address
41,305,266,415,277,AWFAO2,Vendor Address
42,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
43,515,288,557,302,(MD),Vendor Address
44,566,288,622,299,SDN,Vendor Address
45,630,288,689,299,BHD,Vendor Address
46,226,310,281,322,NO.9,Vendor Address
47,290,320,295,324,",",Vendor Address
48,303,310,390,322,JALAN,Vendor Address
49,400,310,432,322,TP,Vendor Address
50,440,310,453,322,2,Vendor Address
51,224,332,324,344,TAMAN,Vendor Address
52,334,332,555,344,PERINDUSTRLIAN,Vendor Address
53,566,332,633,344,SIME,Vendor Address
54,642,333,698,346,"UEP,",Vendor Address
55,223,354,295,366,47600,Vendor Address
56,305,354,419,366,SUBANG,Vendor Address
57,427,354,500,366,JAYA,Vendor Address
58,507,354,658,366,SELANGOR,Vendor Address
59,663,355,758,366,DARUL,Vendor Address
60,764,354,856,366,LLISAN,Vendor Address
61,224,376,260,388,‘Vel,Vendor Address
62,268,380,271,388,:,Vendor Address
63,279,377,433,388,03-56334718,Vendor Address
64,442,369,524,397,563347,
65,537,377,573,388,ax,Vendor Address
66,582,380,585,388,:,Vendor Address
67,592,377,745,388,O3-56341231,Vendor Address
68,1075,266,1141,277,10039,Shipping Address
69,1150,266,1189,277,TW,Shipping Address
70,1070,288,1174,299,Beonsave,Shipping Address
71,1183,288,1238,299,Cash,Shipping Address
72,1246,288,1268,299,&,Shipping Address
73,1275,288,1339,303,Carry,Shipping Address
74,1346,288,1401,302,(IW),Shipping Address
75,1410,288,1453,299,Sdn,Shipping Address
76,1460,288,1505,299,Bhd,Shipping Address
77,1070,311,1108,322,Lot,Shipping Address
78,1116,310,1247,324,"326,Mukim",Shipping Address
79,1252,311,1271,323,"7,",Shipping Address
80,1283,310,1352,322,14300,Shipping Address
81,1361,310,1465,325,Seberang,Shipping Address
82,1471,310,1528,322,Perai,Shipping Address
83,1535,310,1620,324,"Selatan,",Shipping Address
84,1070,332,1130,344,Pulau,Shipping Address
85,1137,332,1214,347,Pinang.,Shipping Address
86,1070,376,1106,388,‘Vel,Shipping Address
87,1114,380,1117,388,:,Shipping Address
88,1124,376,1300,388,04-5821562/63,Shipping Address
