,xmin,ymin,xmax,ymax,Object,labels
0,160,97,770,165,INVOICE,--
1,366,247,425,261,BILL,Invoice Address
2,434,247,476,261,TO,Invoice Address
5,537,274,706,289,Hloom.com,Invoice Address
6,418,303,487,317,1912,Invoice Address
7,498,303,624,321,Wayside,Invoice Address
8,638,303,708,318,Lane,Invoice Address
9,331,331,386,346,San,Invoice Address
10,401,331,549,348,"Francisco,",Invoice Address
11,562,331,606,346,CA,Invoice Address
12,618,331,708,346,94108,Invoice Address
13,477,359,549,378,(415),Invoice Address
14,564,359,615,374,123,Invoice Address
15,627,359,661,374,45,Invoice Address
16,674,359,708,374,67,Invoice Address
17,422,387,706,404,hloom@hloom.com,Invoice Address
20,936,472,1102,486,SERVICES,--
21,131,524,333,551,DECRIPTION,--
22,1265,524,1382,551,HOURS,--
23,1520,528,1607,542,RATE,--
24,1731,528,1875,543,AMOUNT,--
25,131,556,198,571,Dent,--
26,211,556,329,575,"Repairs,",--
27,344,556,383,575,Up,--
28,393,558,419,571,to,--
29,430,556,469,571,A4,--
30,481,556,542,571,Size,--
31,1390,557,1433,571,3.2,--
32,1639,557,1674,571,20,--
33,1815,556,1914,573,$64.00,--
34,131,585,200,599,Rear,--
35,212,585,315,599,Fender,--
36,326,585,438,603,painting,--
37,1417,585,1433,599,2,--
38,1639,585,1674,599,30,--
39,1815,584,1914,601,$60.00,--
40,131,613,211,628,Panel,--
41,225,613,333,631,Realign,--
42,1399,613,1434,627,34,--
43,1639,613,1674,627,20,--
44,1796,612,1914,629,$680.00,--
45,131,641,198,656,Dent,--
46,211,641,329,659,"Repairs,",--
47,343,641,407,656,Coin,--
48,420,641,481,656,Size,--
49,1420,641,1428,655,1,--
50,1639,641,1674,656,60,--
51,1815,640,1914,658,$60.00,--
52,131,669,198,684,Dent,--
53,211,669,329,688,"Repairs,",--
54,344,669,383,688,Up,--
55,393,670,419,684,to,--
56,431,669,469,683,A4,--
57,481,669,542,684,Size,--
58,1420,669,1428,683,1,--
59,1639,669,1674,684,30,--
60,1815,668,1914,686,$30.00,--
61,131,697,200,712,Rear,--
62,212,697,326,716,Bumper,--
63,338,697,450,716,painting,--
64,1833,696,1914,714,$0.00,--
65,1833,725,1914,742,$0.00,--
66,1833,753,1914,770,$0.00,--
67,1494,801,1672,843,SUBTOTAL,--
68,1796,809,1914,827,$894.00,--
69,1510,838,1575,852,TAX,--
70,1587,838,1674,852,RATE,--
71,1822,838,1914,853,7.00%,--
72,1505,866,1605,881,TOTAL,--
73,1613,867,1674,880,TAX,--
74,1813,864,1914,883,$62.58,--
75,1559,890,1673,918,OTHER,--
76,1863,894,1914,909,100,--
77,1564,922,1674,937,TOTAL,--
78,1769,922,1914,939,"$1,056.58",--
79,131,979,229,994,Please,--
80,240,980,346,994,contact,--
81,358,979,462,997,[Name],--
82,475,980,500,994,at,--
83,512,979,614,997,[Phone,--
84,625,979,650,997,#],--
85,662,979,718,994,with,--
86,730,983,782,997,any,--
87,792,979,932,997,questions,--
88,945,979,1081,997,regarding,--
89,1093,979,1143,994,this,--
90,1156,979,1255,994,invoice,--
91,1658,1006,1769,1022,Invoice,Order Number
92,1781,1006,1809,1022,#:,Order Number
93,1826,1006,1907,1022,100.1,Order Number
94,131,1035,232,1050,Invoice,Shipping Address
95,243,1036,268,1050,#:,Shipping Address
96,283,1035,356,1050,100.1,Shipping Address
97,1570,1034,1653,1050,Date:,Issuer Date
98,1667,1034,1780,1054,August,Issuer Date
99,1793,1034,1819,1052,"9,",Issuer Date
100,1834,1034,1913,1050,2012,Issuer Date
101,131,1063,206,1078,Date:,Shipping Address
102,218,1063,320,1082,August,Shipping Address
103,331,1063,355,1080,"9,",Shipping Address
104,130,1091,273,1106,Customer,Shipping Address
105,286,1091,323,1106,ID:,Shipping Address
106,336,1092,426,1106,57922,Shipping Address
107,131,1120,170,1134,Bill,Shipping Address
108,182,1120,228,1134,To:,Shipping Address
109,240,1120,351,1134,Andrew,Shipping Address
110,362,1120,393,1134,G.,Shipping Address
111,407,1120,503,1134,Garcia,Shipping Address
112,130,1148,250,1163,Contact:,Shipping Address
113,263,1148,533,1166,agg@website.com,Shipping Address
115,274,1470,443,1485,Hloom.com,--
116,461,1470,464,1489,|,--
117,482,1471,553,1485,1912,--
118,564,1470,689,1489,Wayside,--
119,702,1471,768,1485,Lane,--
120,786,1470,789,1489,|,--
121,806,1471,855,1485,San,--
122,869,1471,1014,1488,"Francisco,",--
123,1026,1471,1065,1485,CA,--
124,1075,1471,1167,1485,94108,--
125,1183,1470,1186,1489,|,--
126,1204,1470,1279,1488,(415),--
127,1293,1471,1344,1485,123,--
128,1355,1471,1389,1485,45,--
129,1402,1471,1436,1485,67,--
130,1454,1470,1457,1489,|,--
131,1474,1470,1769,1487,hloom@hloom.com,--
