,xmin,ymin,xmax,ymax,Object,labels
0,120,142,190,176,Mi,
1,189,142,267,176,46,
2,272,146,422,172,ft,
3,383,142,576,176,"""p=,",
4,105,142,314,217,iva.,
5,797,158,995,179,INVOICE,
6,1011,159,1024,179,/,
7,1043,158,1253,179,RECEIPT,
8,1446,164,1552,213,=,
9,76,241,223,253,MALAYSIA,Vendor Address
10,234,241,345,253,DIGITAL,Vendor Address
11,356,241,501,253,ECONOMY,Vendor Address
12,510,241,722,253,CORPORATION,Vendor Address
13,732,241,790,253,SDN,Vendor Address
14,802,241,860,253,BHD,Vendor Address
15,870,241,1012,256,(389346-D),Vendor Address
16,75,261,167,276,eXpats,Vendor Address
17,177,260,277,273,Service,Vendor Address
18,287,260,375,273,Centre,Vendor Address
19,76,280,138,292,Suite,Vendor Address
20,148,280,192,294,"2.1,",Vendor Address
21,205,280,269,292,Level,Vendor Address
22,280,280,300,294,"2,",Vendor Address
23,313,280,367,292,East,Vendor Address
24,377,280,447,295,"Wing,",Vendor Address
25,1426,283,1603,296,INV/RECEIPT,
26,1613,283,1653,296,NO,Order Number
27,1676,287,1681,295,:,Order Number
28,1707,283,1868,296,190027756D,Order Number
29,75,300,136,311,3539,Vendor Address
30,148,299,223,311,Mercu,Vendor Address
31,235,299,297,312,MQA,Vendor Address
32,308,299,418,315,(formerly,Vendor Address
33,428,299,507,311,known,Vendor Address
34,518,302,546,311,as,Vendor Address
35,556,299,608,311,Axis,Vendor Address
36,620,299,723,315,"Eureka),",Vendor Address
37,75,319,140,331,Jalan,Vendor Address
38,151,319,277,331,Teknokrat,Vendor Address
39,287,319,307,333,"7,",Vendor Address
40,318,319,395,331,63000,Vendor Address
41,406,319,539,334,"Cyberjaya,",Vendor Address
42,1426,309,1500,321,DATE,
43,1676,319,1681,321,:,Issuer Date
44,1706,309,1736,321,O07,
45,1746,309,1842,324,August,
46,1852,309,1914,321,2019,
47,76,338,194,353,"Selangor,",Vendor Address
48,206,338,317,353,Malaysia,Vendor Address
49,1426,325,1549,357,REPRINT,
50,1676,338,1681,347,:,Print date
51,1706,335,1736,347,O05,Print date
52,1747,335,1884,347,November,Print date
53,1894,335,1955,347,2020,Print date
54,75,358,112,370,Tel,Vendor Address
55,125,361,128,369,:,Vendor Address
56,139,358,241,370,03-8315,Vendor Address
57,251,358,400,370,3106/3157,Vendor Address
58,77,377,128,389,Fax:,Vendor Address
59,139,377,241,389,03-8315,Vendor Address
60,251,377,313,389,3008,Vendor Address
