,xmin,ymin,xmax,ymax,Object,labels
0,77,77,201,102,MPH,Issuer Address
1,226,78,270,108,@,Issuer Address
2,303,76,512,103,D'Pulze,Issuer Address
3,73,120,105,131,LG,Issuer Address
5,122,120,149,132,"10,",Issuer Address
6,158,120,227,131,Lower,Issuer Address
7,234,120,314,131,Ground,Issuer Address
8,323,120,380,130,Floor,Issuer Address
9,1525,74,1579,85,Date,Issuer Date
10,73,140,154,151,D'Pulze,Issuer Address
11,163,140,271,154,Cyberjaya,Issuer Address
12,280,140,381,154,Shopping,Issuer Address
13,389,140,459,151,Centre,Issuer Address
14,1739,73,1888,86,15-08-2020,Issuer Date
15,1739,98,1797,114,Page,
16,1806,98,1818,110,3,
17,1828,98,1854,110,of,
18,1861,98,1873,110,3,
19,803,120,839,131,Tot,Issuer Address
20,847,120,918,132,"47594,",Issuer Address
21,928,120,1003,131,Mukim,Issuer Address
22,1013,120,1096,134,Dengkil,Issuer Address
23,803,140,869,151,63000,Issuer Address
24,877,140,960,154,"Sepang,",Issuer Address
25,969,140,1068,154,Sclangor.,Issuer Address
26,76,171,282,192,Purchase,Order Number
27,298,171,425,192,Order,Order Number
28,570,172,881,194,PO/150011268,Order Number
29,233,214,303,228,A.W.,Invoice Address
30,314,215,421,228,FABER,Invoice Address
31,431,214,556,228,CASTEL,Invoice Address
32,234,239,306,253,"9,ILN",Invoice Address
33,315,239,364,251,TP2,Invoice Address
34,233,261,299,273,TMN,Invoice Address
35,307,261,546,273,PERINDUSTRIAN,Invoice Address
36,555,261,625,273,SIME,Invoice Address
37,634,261,690,273,UEP,Invoice Address
38,233,283,307,295,47600,Invoice Address
39,317,283,439,295,SUBANG,Invoice Address
40,85,215,124,226,To:,Invoice Address
42,1041,232,1120,244,Please,
43,1129,232,1208,244,advise,
44,1217,235,1261,247,any,
45,1271,232,1327,244,item,
46,1337,232,1412,244,which,
47,1420,236,1465,247,you,
48,1475,233,1561,244,cannot,
49,1569,232,1682,247,despatch,
50,1042,251,1211,263,inaccordance,
51,1220,251,1275,263,with,
52,1284,255,1328,263,our,
53,1337,251,1425,263,instruc,
55,1437,251,1495,263,ions.,
56,1908,250,1919,256,~,
57,963,270,981,301,He,
58,997,284,1011,291,A,
59,1016,284,1109,291,fe,
60,1071,270,1088,301,A,
61,1118,270,1147,301,ae,
62,1167,284,1176,291,he,
63,1177,270,1191,301,ok,
64,1203,270,1222,301,oe,
65,1226,284,1252,291,eh,
66,1257,270,1266,301,fe,
67,1278,270,1297,301,oe,
68,1301,286,1312,287,ig,
69,1317,270,1346,301,ete,
70,1104,284,1210,306,Please,
71,1222,284,1334,311,supply,
72,1345,295,1382,306,ex,
73,1385,280,1484,316,stock,
74,1496,284,1577,311,onty:,
75,80,335,117,347,Tel,Invoice Address
76,238,324,396,355,03-80246363,Invoice Address
77,507,334,556,346,Fax:,Invoice Address
78,575,334,734,346,03-80247886,Invoice Address
82,988,359,1129,373,Delivery,Deliver Date
83,1151,360,1218,370,Date,Deliver Date
84,1245,362,1250,370,:,Deliver Date
85,1297,358,1472,371,29/08/2020,Deliver Date
86,80,399,194,410,REMARK,
87,148,436,198,448,Item,
88,209,436,270,448,Code,
89,416,436,467,448,Item,
90,479,435,614,451,Description,
91,1142,435,1229,451,Imprint,
92,1351,435,1421,448,Order,
93,1429,436,1472,451,Qty,
94,1526,435,1577,448,Unit,
95,1585,436,1640,448,Cost,
96,1758,435,1799,448,‘otal,
97,1810,436,1864,448,Cost,
98,90,1203,194,1219,Prepared,
99,204,1203,238,1219,by:,
100,350,1203,438,1215,FARID,
101,1169,1203,1215,1215,E.&,
102,1224,1203,1276,1215,O.E.,
103,1339,1203,1384,1215,Sub,
104,1393,1203,1453,1215,Total,
105,1777,1203,1879,1218,"3,205.17",
106,1082,1236,1192,1251,Currency,
107,1295,1236,1336,1247,RM,
108,1403,1230,1465,1258,Total,
109,1777,1236,1879,1249,"3,205.17",
111,214,1379,311,1391,Ordered,
112,321,1379,349,1395,by,
114,790,1379,969,1395,Acknowledged,
115,980,1380,1012,1395,By,
116,1022,1379,1122,1395,Supplier,
118,1639,1379,1757,1395,Approved,
119,1768,1380,1800,1395,By,
