,xmin,ymin,xmax,ymax,Object,labels
0,720,112,799,132,MR.,Issuer Address
1,819,112,930,132,D.LY.,Issuer Address
2,946,112,1156,132,TRADING,Issuer Address
3,1174,112,1268,132,SDN,Issuer Address
4,1288,112,1384,132,BHD,Issuer Address
5,1401,119,1547,134,(:s7942s8-v,Issuer Address
6,1526,108,1551,143,),Issuer Address
7,822,144,872,155,LOT,Issuer Address
8,883,144,966,155,1851-A,Issuer Address
9,975,144,990,155,&,Issuer Address
10,1002,144,1090,157,"1851-B,",Issuer Address
11,1101,144,1181,155,JALAN,Issuer Address
12,1193,144,1243,155,KPB,Issuer Address
13,1253,144,1272,157,"6,",Issuer Address
14,792,164,922,176,KAWASAN,Issuer Address
15,933,164,1148,176,PERINDUSTRIAN,Issuer Address
16,1159,164,1310,178,"BALAKONG,",Issuer Address
17,850,184,909,196,SERI,Issuer Address
18,921,184,1095,198,"KEMBANGAN,",Issuer Address
19,1106,184,1252,196,SELANGOR,Issuer Address
20,864,205,1019,216,03-89611338,Issuer Address
21,1061,205,1124,216,FAX:,Issuer Address
22,1152,205,1308,216,03-89640925,Issuer Address
23,906,225,960,237,GST,Issuer Address
24,969,225,993,237,ID,Issuer Address
25,1005,228,1009,237,:,Issuer Address
26,1019,225,1196,237,002058092544,Issuer Address
27,785,205,847,216,TEL:,Issuer Address
36,73,248,130,260,OUR,Order Number
37,141,248,192,260,REF,Order Number
38,202,248,255,260,NO:,Order Number
39,314,249,461,260,0000064905,Order Number
40,73,269,256,280,StaTUSKEY:,
41,274,241,303,297,9,
42,315,269,404,281,PMG,
43,1251,252,1649,276,PURCHASE,
44,1698,252,1946,276,ORDER,
45,74,289,144,301,DATE,Issuer Date
46,155,292,159,301,:,Issuer Date
47,314,279,446,311,06/07/2020,
48,1249,289,1327,301,PRINT,Print date
49,1336,289,1422,301,DATE:,Print date
50,1459,289,1590,301,06/07/2020,Print date
51,1249,309,1337,321,PAGE:,
52,1460,310,1467,321,1,
53,1489,310,1509,321,of,
54,1519,310,1531,321,3,
55,74,336,221,350,[SUPPLIER,Vendor Address
56,230,336,237,350,],Vendor Address
57,1038,336,1114,350,LSHIP,Shipping Address
58,1123,336,1174,350,TO],Shipping Address
59,73,359,154,383,AMmMoo1,Vendor Address
60,1038,371,1097,383,MHQ,Shipping Address
61,73,383,355,395,A.W.FABER-CASTELL,Vendor Address
62,364,384,402,398,(M),Vendor Address
63,412,383,466,395,SDN,Vendor Address
64,477,384,532,395,BHD,Vendor Address
65,1038,391,1083,402,MR.,Shipping Address
66,1094,391,1157,402,D.LY.,Shipping Address
67,1167,391,1287,402,TRADING,Shipping Address
68,1297,391,1351,402,SDN,Shipping Address
69,1362,391,1417,402,BHD,Shipping Address
70,74,404,111,416,NO,Vendor Address
71,120,404,140,418,"9,",Vendor Address
72,150,404,231,416,JALAN,Vendor Address
73,240,404,294,417,"TP2,",Vendor Address
74,1038,407,1089,419,LOT,Shipping Address
75,1099,407,1162,421,"1027,",Shipping Address
76,1172,407,1259,419,JALAN,Shipping Address
77,1270,407,1305,418,KB,Shipping Address
78,1315,407,1372,421,"2/15,",Shipping Address
79,73,424,164,436,TAMAN,Vendor Address
80,175,424,390,436,PERINDUSTRIAN,Vendor Address
81,401,424,463,436,SIME,Vendor Address
82,475,424,532,438,"UEP,",Vendor Address
83,1038,424,1172,436,KAMPUNG,Shipping Address
84,1184,424,1257,436,BARU,Shipping Address
85,1269,424,1427,438,"BALAKONG,",Shipping Address
86,73,445,145,456,47620,Vendor Address
87,155,445,265,456,SUBANG,Vendor Address
88,275,445,346,458,"JAYA,",Vendor Address
89,358,445,510,456,SELANGOR.,Vendor Address
90,1074,440,1186,470,een,Shipping Address
91,1190,441,1287,470,ORD,Shipping Address
92,1287,440,1388,470,SSRN,Shipping Address
93,73,465,191,496,CONTAC,Vendor Address
94,393,465,473,496,rane,Vendor Address
95,496,465,559,476,|),Vendor Address
96,585,465,741,477,0880247886,Vendor Address
97,1037,472,1098,484,TEL:,Shipping Address
98,1127,472,1283,484,03-89611338,Shipping Address
99,1460,472,1523,484,FAX:,Shipping Address
100,1549,472,1705,484,03-89640925,Shipping Address
