,xmin,ymin,xmax,ymax,Object,labels
0,77,77,201,102,MPH,Issuer Address
1,226,78,270,108,@,Issuer Address
2,303,69,512,107,D'Pulze,Issuer Address
3,1525,74,1579,85,Date,Issuer Date
4,1739,69,1888,95,15-08-2020,
5,1739,98,1797,114,Page,
6,1806,98,1818,110,2,
7,1828,98,1854,110,of,
8,1861,98,1873,110,3,
21,73,120,149,132,"1-G-10,",Issuer Address
22,158,120,227,131,Lower,Issuer Address
23,234,120,314,131,Ground,Issuer Address
24,323,120,380,130,Floor,Issuer Address
25,803,120,839,131,Tot,Issuer Address
26,847,120,918,132,"47594,",Issuer Address
27,928,120,1003,131,Mukim,Issuer Address
28,1013,120,1096,134,Dengkil,Issuer Address
29,73,140,154,151,D'Pulze,Issuer Address
30,163,140,271,154,Cyberjaya,Issuer Address
31,280,140,381,154,Shopping,Issuer Address
32,389,140,459,151,Centre,Issuer Address
33,803,140,869,151,63000,Issuer Address
34,877,140,960,154,"Sepang,",Issuer Address
35,969,140,1068,154,Sclangor.,Issuer Address
36,76,171,282,192,Purchase,Order Number
37,298,171,425,192,Order,Order Number
38,570,172,881,194,PO/150011266,Order Number
39,85,215,124,226,To:,Invoice Address
40,233,214,303,228,A.W.,Invoice Address
41,314,215,421,228,FABER,Invoice Address
42,431,214,556,228,CASTEL,Invoice Address
43,234,239,306,253,"9,JLN",Invoice Address
44,315,239,364,251,TP2,Invoice Address
45,1041,232,1120,244,Please,
46,1129,232,1208,244,advise,
47,1217,235,1261,247,any,
48,1271,232,1327,244,item,
49,1337,232,1412,244,which,
50,1420,236,1465,247,you,
51,1475,233,1560,244,cannot,
52,1569,232,1682,247,despatch,
53,233,261,299,273,TIMN,Invoice Address
54,307,261,546,273,PERINDUSTRIAN,Invoice Address
55,555,261,625,273,SIME,Invoice Address
56,634,261,690,273,UEP,Invoice Address
57,1042,251,1211,263,inaccordance,
58,1220,251,1275,263,with,
59,1284,255,1328,263,our,
60,1337,251,1495,263,instructions.,
61,1908,250,1919,256,~,
62,233,283,307,295,47600,Invoice Address
63,317,283,439,295,SUBANG,Invoice Address
64,1215,280,1338,316,Supply,
