,xmin,ymin,xmax,ymax,Object,labels
12,328,189,346,226,2),--
13,665,185,793,216,Fine,Issuer Address
14,822,181,987,220,Deals,--
15,1358,196,1470,210,Invoice,Order Number
16,1483,196,1532,210,No.,Order Number
17,1772,197,1823,210,123,Order Number
18,321,195,336,255,aS,--
19,569,228,642,244,NYC,Issuer Address
20,656,228,731,244,main,Issuer Address
21,747,228,830,244,Road,Issuer Address
22,284,258,343,268,PETRO,--
23,352,258,381,268,OIL,--
24,569,252,642,269,NYC,Issuer Address
25,656,253,731,269,main,Issuer Address
26,747,253,830,269,Road,Issuer Address
27,1483,301,1732,328,INVOICE,--
28,1771,310,1832,319,=,--
29,308,347,462,362,Customer,Invoice Address
30,222,373,308,387,Name,Invoice Address
31,389,373,449,387,A2Z,Invoice Address
32,460,372,689,387,Communication,Invoice Address
33,1315,369,1381,397,Date,--
34,1551,373,1712,387,10/31/2019,Issuer Date
35,220,393,340,421,Address,Invoice Address
36,391,397,432,411,Hill,Invoice Address
37,447,397,512,411,Park,Invoice Address
38,524,397,567,411,NY,Invoice Address
39,1313,397,1397,411,Order,--
40,1410,397,1456,411,No.,--
41,1551,397,1583,411,12,--
42,210,417,276,444,City,Invoice Address
43,391,421,456,435,NYC,Invoice Address
44,759,421,834,435,State,Invoice Address
45,851,421,893,435,NY,Invoice Address
46,971,421,1021,435,ZIP,Invoice Address
47,1036,421,1145,435,362514,Invoice Address
48,1315,421,1372,439,Rep,--
49,1550,421,1584,435,Nil,--
50,223,441,314,468,Phone,Invoice Address
51,389,445,498,459,415263,Invoice Address
52,1315,445,1380,459,FOB,--
53,1550,445,1593,459,NY,--
54,273,493,327,511,Qty,--
55,756,489,935,516,Description,--
56,1350,493,1411,507,Unit,--
57,1424,493,1502,507,Price,--
58,1633,493,1742,507,TOTAL,--
59,291,517,307,531,2,--
60,390,517,457,531,SEO,--
61,1405,516,1521,533,$200.00,--
62,1695,516,1812,533,$400.00,--
63,291,541,307,555,4,--
64,391,537,516,564,Hostings,--
65,1405,540,1521,557,$150.00,--
66,1695,540,1812,557,$600.00,--
67,293,565,301,579,1,--
68,389,565,458,579,Web,--
69,471,565,570,583,Design,--
70,1405,564,1521,581,$200.00,--
71,1695,564,1812,581,$200.00,--
72,293,589,301,603,1,--
73,389,589,458,603,Web,--
74,471,589,663,607,Development,--
75,1405,588,1521,605,$300.00,--
76,1695,588,1812,605,$300.00,--
77,291,613,307,627,2,--
78,389,613,447,631,App,--
79,460,613,652,631,Development,--
80,1405,612,1521,629,$300.00,--
81,1695,612,1812,629,$600.00,--
82,293,637,301,651,1,--
83,390,636,477,651,Social,--
84,491,637,578,651,Media,--
85,590,637,732,655,Marketing,--
86,1405,636,1521,653,$250.00,--
87,1695,636,1812,653,$250.00,--
88,1384,920,1514,948,SubTotal,--
89,1667,923,1812,941,"$2,350.00",--
90,349,945,484,963,Payment,--
91,497,945,603,960,Details,--
92,1217,948,1342,967,Shipping,--
93,1355,949,1374,963,&,--
94,1388,948,1514,967,Handling,--
95,1732,948,1812,965,$7.00,--
96,335,971,367,989,©,--
97,436,966,510,997,Cash,--
98,1190,965,1279,996,Taxes,--
99,1388,972,1462,987,State,--
100,346,991,354,1021,oO,--
101,436,996,529,1011,Check,--
102,342,1015,357,1043,Oo,--
103,436,1020,523,1035,Credit,--
104,534,1020,603,1035,Card,--
105,1405,1020,1515,1035,TOTAL,--
106,1667,1019,1812,1037,"$2,357.00",--
107,289,1052,374,1066,Name,--
108,389,1052,455,1066,ABC,--
109,468,1052,601,1066,Solutions,--
110,301,1076,346,1090,CC,--
111,358,1077,375,1090,#,--
112,389,1076,554,1090,362514987,--
113,1253,1076,1338,1091,Office,--
114,1352,1076,1407,1091,Use,--
115,1419,1076,1485,1095,Only,--
116,558,1100,664,1118,Expires,--
118,804,1207,887,1222,Insert,--
119,897,1207,959,1222,Fine,--
120,970,1207,1038,1222,Print,--
121,1048,1207,1118,1222,Here,--
124,732,1322,815,1337,Insert,--
125,825,1322,950,1337,Farewell,--
126,959,1322,1111,1337,Statement,--
127,1120,1322,1190,1337,Here,--
