,xmin,ymin,xmax,ymax,Object,labels
0,199,160,312,228,S,
1,337,170,825,214,exabytes”,
2,362,291,466,305,Manage,
3,473,291,534,302,Your,
4,541,290,650,302,Services,
5,657,290,699,302,Via,
6,710,290,827,305,Exabytes,
7,834,291,888,305,App,
8,184,277,731,346,  ,
9,156,387,244,407,Tax,Order Number
10,262,387,435,407,Invoice,Order Number
11,451,387,943,408,#MY-PAID-80569999,Order Number
12,159,426,264,440,Invoice,Issuer Date
13,277,426,354,440,Date:,Issuer Date
14,368,426,537,440,07/04/2019,Issuer Date
15,158,457,217,471,Due,Deliver Date
16,231,457,309,471,Date:,Deliver Date
17,323,457,491,471,14/04/2019,Deliver Date
18,158,536,293,550,Invoiced,Invoice Address
19,306,536,346,550,To,Invoice Address
20,157,558,258,574,SysLab,Invoice Address
21,268,558,451,574,Technologies,Invoice Address
22,462,558,523,570,SDN,Invoice Address
23,537,558,598,570,BHD,Invoice Address
24,156,579,244,591,ATTN:,Invoice Address
25,256,579,315,591,Dani,Invoice Address
26,328,579,436,591,Hussain,Invoice Address
27,157,600,220,612,3-4B,Invoice Address
28,233,600,359,612,Incubator,Invoice Address
29,369,600,391,614,"3,",Invoice Address
30,402,600,465,612,TPM,Invoice Address
31,158,620,224,632,Bukit,Invoice Address
32,234,620,285,632,Jalil,Invoice Address
33,158,641,235,653,Kuala,Invoice Address
34,246,641,355,656,"Lumpur,",Invoice Address
35,367,641,474,656,Wilayah,Invoice Address
36,487,641,664,655,"Persekutuan,",Invoice Address
37,677,641,760,653,57000,Invoice Address
38,158,662,277,677,Malaysia,Invoice Address
39,761,739,927,755,Description,
40,159,769,261,781,Domain,
41,274,769,390,781,Renewal,
42,402,776,410,777,-,
43,422,769,668,785,mydesign.com.my,
44,679,776,687,777,-,
45,700,769,707,781,1,
46,723,769,811,781,Year/s,
47,823,769,984,785,(30/04/2019,
48,996,776,1003,777,-,
49,1014,769,1176,785,29/04/2020),
50,159,819,261,832,Domain,
51,274,819,390,832,Renewal,
52,402,826,410,827,-,
53,421,819,635,835,altitude.com.my,
54,646,826,654,827,-,
55,667,819,675,831,1,
56,690,819,778,832,Year/s,
57,790,819,952,835,(02/05/2019,
58,963,826,971,827,-,
59,982,819,1143,835,01/05/2020),
60,156,1039,411,1056,Transactions,
61,1352,0,2048,261,     ,
62,1326,223,1505,246,Exabytes,Issuer Address
63,1522,223,1682,241,Network,Issuer Address
64,1697,223,1783,241,Sdn.,Issuer Address
65,1803,223,1888,241,Bhd.,Issuer Address
66,1381,251,1474,265,"1-18-8,",Issuer Address
67,1487,251,1596,263,Suntech,Issuer Address
68,1608,251,1637,265,@,Issuer Address
69,1650,251,1752,267,Penang,Issuer Address
70,1764,251,1891,267,Cybercity,Issuer Address
71,1560,271,1657,287,Lintang,Issuer Address
72,1670,271,1776,287,Mayang,Issuer Address
73,1790,271,1857,284,Pasir,Issuer Address
74,1867,272,1889,286,"3,",Issuer Address
75,1366,292,1448,305,11950,Issuer Address
76,1460,292,1544,308,Bayan,Issuer Address
77,1557,292,1626,307,"Baru,",Issuer Address
78,1640,292,1750,308,"Penang,",Issuer Address
79,1763,292,1889,308,Malaysia.,Issuer Address
80,1373,334,1474,346,Service,Issuer Address
81,1484,334,1534,346,Tax,Issuer Address
82,1546,334,1589,346,No.,Issuer Address
83,1603,334,1889,346,P11-1809-32000073.,Issuer Address
84,1392,869,1448,882,Sub,
85,1458,870,1530,882,Total,
86,1264,899,1351,911,6.00%,
87,1360,899,1469,911,Service,
88,1479,899,1531,911,Tax,
89,1443,929,1531,941,Credit,
90,1458,958,1530,971,Total,
91,238,1097,411,1109,Transaction,
92,424,1097,488,1109,Date,
93,739,1093,864,1117,Gateway,
94,1175,1097,1349,1109,Transaction,
95,1361,1097,1389,1109,ID,
96,287,1126,439,1139,07/04/2019,
97,625,1126,675,1142,Pay,
98,686,1126,716,1142,by,
99,727,1126,808,1139,Credit,
100,818,1126,882,1139,Card,
101,893,1126,901,1139,/,
102,912,1126,979,1139,Bank,
103,669,1147,784,1159,Transfer,
104,795,1147,931,1162,(MOLPay),
105,1215,1126,1350,1139,82538977,
106,1417,1177,1532,1189,Balance,
107,1683,739,1755,752,Total,
108,1660,769,1781,781,RM60.00,
109,1660,819,1781,832,RM60.00,
110,1651,870,1790,882,RM120.00,
111,1668,899,1773,911,RMO.00,
112,1668,929,1773,941,RMO.00,
113,1651,958,1790,971,RM120.00,
114,1663,1097,1779,1109,Amount,
115,1652,1126,1791,1139,RM120.00,
116,1669,1177,1774,1189,RMO.0O,
