,xmin,ymin,xmax,ymax,Object,labels
0,1513,51,1534,68,#,Order Number
1,1551,50,1713,68,INVOICE,Order Number
2,1727,51,1749,68,#,Order Number
3,1762,50,1903,68,45-2021,Order Number
5,1461,149,1535,177,Date:,Issuer Date
6,1700,153,1755,168,Dec,Issuer Date
7,1767,153,1809,170,"31,",Issuer Date
8,1823,153,1894,168,2019,Issuer Date
9,287,174,387,193,PETRO,--
10,400,174,449,193,OIL,--
11,287,198,336,203,SO,--
12,349,198,378,203,SASS,--
13,406,198,415,203,Me,--
14,428,198,430,203,Sse,--
15,1294,197,1422,215,Payment,--
16,1433,197,1535,211,Terms:,--
17,1775,196,1898,211,Transfer,--
18,1389,240,1446,254,Due,Deliver Date
19,1460,240,1535,254,Date:,Deliver Date
20,1700,240,1755,254,Dec,Deliver Date
21,1767,240,1809,257,"31,",Deliver Date
22,1823,240,1894,254,2019,Deliver Date
23,165,283,277,297,PETRO,--
24,289,283,342,297,OIL,--
25,1299,285,1443,302,Balance,--
26,1457,285,1535,302,Due:,--
27,1653,285,1734,301,MYR,--
28,1750,285,1895,305,"1,100.00",--
29,166,336,205,350,Bill,Shipping Address
30,217,336,262,351,To:,Shipping Address
31,615,336,654,350,Bill,Invoice Address
32,670,336,751,351,From:,Invoice Address
33,164,367,269,386,Syslab,Shipping Address
34,280,368,493,386,Technologies,Shipping Address
35,615,368,697,382,Petro,Invoice Address
36,708,367,770,385,"OIL,",Invoice Address
37,784,368,917,382,Pakistan,Invoice Address
38,164,391,224,406,Sdn,Shipping Address
39,238,392,298,406,Bhd,Shipping Address
40,614,391,698,406,Office,Invoice Address
41,710,392,835,409,"29-A,3rd",Invoice Address
42,849,392,922,406,Floor,Invoice Address
43,164,416,210,430,03-Apr,Shipping Address
44,223,415,241,430,B,Shipping Address
45,255,415,390,430,Incubator,Shipping Address
46,402,416,425,432,"3,",Shipping Address
47,613,415,681,430,Twin,Invoice Address
48,694,415,749,434,City,Invoice Address
49,762,415,842,430,Plaza,Invoice Address
50,164,439,334,457,Technology,Shipping Address
51,348,439,413,454,Park,Shipping Address
52,425,439,496,454,Bukit,Shipping Address
53,616,439,650,454,01-Aug,Invoice Address
54,663,439,769,454,Markaz,Invoice Address
55,783,439,940,454,Islamabad.,Invoice Address
56,163,463,236,480,"Jalil,",Shipping Address
57,613,463,712,480,"44000,",Invoice Address
58,727,463,850,478,Pakistan,Invoice Address
59,165,487,460,505,"Kualalumopur,",Shipping Address
60,164,511,272,525,57000,Shipping Address
61,165,535,349,553,Malaysia,Shipping Address
62,1215,657,1337,675,Quantity,--
63,1567,653,1632,680,Rate,--
64,1807,658,1896,671,mount,--
65,1422,707,1492,721,MYR,--
66,1504,707,1631,724,"2,100.00",--
67,1687,707,1756,721,MYR,--
68,1769,707,1896,724,"2,100.00",--
69,1422,742,1492,756,MYR,--
70,1506,742,1631,759,"1,500.00",--
71,1687,742,1757,756,MYR,--
72,1771,742,1896,758,"1,500.00",--
73,1422,776,1492,790,MYR,--
74,1506,776,1631,793,"1,500.00",--
75,1687,776,1757,790,MYR,--
76,1771,776,1896,793,"1,500.00",--
77,1422,810,1492,824,MYR,--
78,1504,810,1631,827,"2,000.00",--
79,1687,810,1757,824,MYR,--
80,1769,810,1896,827,"2,000.00",--
81,1422,844,1492,859,MYR,--
82,1506,844,1631,861,"1,800.00",--
83,1687,844,1756,858,MYR,--
84,1771,844,1896,861,"1,800.00",--
85,152,707,272,726,Hosting,--
86,151,740,214,759,App,--
87,227,740,333,759,Desing,--
88,151,774,219,789,SEO,--
89,151,809,214,827,App,--
90,227,809,433,827,Development,--
91,151,843,219,858,Web,--
92,231,843,366,858,Services,--
93,1454,968,1535,996,Total:,--
94,1687,973,1757,987,MYR,--
95,1769,973,1896,989,"8,900.00",--
96,1336,1016,1449,1030,Amount,--
97,1462,1016,1535,1030,Paid:,--
98,1687,1016,1757,1030,MYR,--
99,1769,1016,1896,1032,"7,800.00",--
100,164,1125,265,1139,Terms:,--
101,165,1157,327,1175,Beneficiary,--
102,339,1157,419,1172,bears,--
103,430,1157,475,1172,the,--
104,489,1157,633,1175,Exchange,--
105,646,1157,713,1172,Rate,--
106,724,1157,893,1172,differences.,--
107,164,1184,225,1199,This,--
108,237,1184,258,1199,is,--
109,270,1185,372,1202,system,--
110,385,1184,539,1199,Generated,--
111,552,1184,653,1199,invoice,--
112,665,1184,717,1199,and,--
113,730,1184,799,1199,does,--
114,812,1185,856,1199,not,--
115,868,1184,968,1202,require,--
116,980,1184,1223,1202,signature/stamp.,--
