,xmin,ymin,xmax,ymax,Object,labels
0,330,194,824,239,exabytes”,
1,505,243,780,257,network,
2,156,387,244,407,Tax,Order Number
3,262,387,435,407,Invoice,Order Number
4,451,387,943,408,#MY-PAID-80462726,Order Number
5,158,426,296,440,Proforma,Issuer Date
6,310,426,415,440,Invoice,Issuer Date
7,428,426,505,440,Date:,Issuer Date
8,521,426,688,440,13/10/2017,
9,158,457,217,471,Due,Deliver Date
10,231,457,309,471,Date:,Deliver Date
11,321,457,491,471,26/11/2017,Deliver Date
12,158,536,293,550,Invoiced,Invoice Address
13,306,536,346,550,To,Invoice Address
14,157,558,258,574,SysLab,Invoice Address
15,268,558,451,574,Technologies,Invoice Address
16,462,558,523,570,SDN,Invoice Address
17,537,558,598,570,BHD,Invoice Address
18,156,579,244,591,ATTN:,Invoice Address
19,256,579,315,591,Dani,Invoice Address
20,328,579,436,591,Hussain,Invoice Address
21,156,600,220,612,3-4B,Invoice Address
22,233,600,359,612,Incubator,Invoice Address
23,369,600,391,614,"3,",Invoice Address
24,402,600,465,612,TPM,Invoice Address
25,158,620,224,632,Bukit,Invoice Address
26,234,620,285,632,Jalil,Invoice Address
27,158,641,235,653,Kuala,Invoice Address
28,246,641,355,656,"Lumpur,",Invoice Address
29,367,641,474,656,Wilayah,Invoice Address
30,487,641,664,655,"Persekutuan,",Invoice Address
31,677,641,760,653,57000,Invoice Address
32,158,662,277,677,Malaysia,Invoice Address
33,761,739,927,755,Description,
34,159,769,261,781,Domain,
35,274,769,390,781,Renewal,
36,402,776,410,777,-,
37,421,769,715,785,silverbull-lion.com.my,
38,726,776,733,777,-,
39,746,769,754,781,1,
40,770,769,857,781,Year/s,
41,869,769,1031,784,(26/11/2017,
42,1042,776,1050,777,-,
43,1352,0,2048,261,     ,
44,1351,223,1530,246,Exabytes,Issuer Address
45,1547,223,1707,241,Network,Issuer Address
46,1722,223,1796,241,Sdn,Issuer Address
47,1816,223,1889,241,Bhd,Issuer Address
48,1381,251,1474,265,"1-18-8,",Issuer Address
49,1487,251,1596,263,Suntech,Issuer Address
50,1608,251,1637,265,@,Issuer Address
51,1650,251,1752,267,Penang,Issuer Address
52,1764,251,1891,267,Cybercity,Issuer Address
53,1560,271,1657,287,Lintang,Issuer Address
54,1670,271,1776,287,Mayang,Issuer Address
55,1790,271,1857,284,Pasir,Issuer Address
56,1867,272,1889,286,"3,",Issuer Address
57,1366,292,1448,305,11950,Issuer Address
58,1460,292,1544,308,Bayan,Issuer Address
59,1557,292,1626,307,"Baru,",Issuer Address
60,1640,292,1750,308,"Penang,",Issuer Address
61,1763,292,1889,308,Malaysia.,Issuer Address
62,1557,334,1619,346,GST,Issuer Address
63,1631,334,1674,346,No.,Issuer Address
64,1686,334,1891,346,001452367872,Issuer Address
65,157,994,165,998,*,
66,175,994,203,1004,All,
67,214,994,297,1005,invoice,
68,307,994,356,1008,paid,
69,366,994,420,1005,after,
70,429,994,589,1008,01/April/2015,
71,599,996,636,1005,are,
72,646,994,732,1008,subject,
73,741,995,762,1005,to,
74,772,994,810,1005,6%,
75,820,993,933,1005,GST-.This,
76,944,996,961,1005,is,
77,971,996,984,1005,a,
78,993,995,1107,1008,computer,
79,1116,994,1237,1008,generated,
80,1248,994,1331,1005,invoice,
81,1341,994,1384,1005,and,
82,1395,994,1491,1008,requires,
83,1502,996,1530,1005,no,
84,1540,994,1657,1008,signature.,
85,156,1020,411,1037,Transactions,
86,238,1078,411,1090,Transaction,
87,424,1078,488,1090,Date,
88,739,1077,864,1093,Gateway,
89,287,1107,440,1120,25/10/2017,
90,705,1107,755,1123,Pay,
91,766,1107,796,1123,by,
92,808,1107,898,1123,Paypal,
93,1683,739,1755,752,Total,
94,1061,769,1223,785,25/11/2018),
95,1660,769,1781,781,RM80.00,
96,1392,819,1448,832,Sub,
97,1458,819,1530,832,Total,
98,1660,819,1782,832,RM80.00,
99,1373,849,1459,861,6.00%,
100,1469,849,1532,861,GST,
101,1668,849,1773,861,RM4.80,
102,1430,874,1531,900,Credit,
103,1668,878,1773,891,RMO.00,
104,1458,904,1530,929,Total,
105,1660,908,1782,921,RMs4.80,
106,1175,1078,1349,1090,Transaction,
107,1361,1078,1389,1090,ID,
108,1663,1078,1779,1090,Amount,
109,1134,1107,1432,1120,12H8472277976650H,
110,1661,1107,1782,1120,RM8s4.80,
111,1417,1133,1532,1158,Balance,
112,1669,1137,1774,1149,RmMo.0O,
113,838,1217,890,1228,PDF,
114,899,1217,1027,1228,Generated,
115,1037,1220,1065,1228,on,
116,1075,1217,1211,1228,25/10/2017,
