,xmin,ymin,xmax,ymax,Object,labels
0,944,93,1092,107,Purchase,invoice details
1,1104,93,1201,107,Order,invoice details
2,756,208,894,217,S1z0040554,invoice details
3,224,212,280,243,Page,invoice details
4,607,225,610,233,:,invoice details
5,643,222,697,233,Lofl,invoice details
6,231,244,322,255,Vendor,issuer address
8,1068,142,1176,153,Purchase,invoice details
9,1186,142,1260,153,Order,invoice details
10,1266,142,1307,153,No.,invoice details
11,1458,152,1462,153,2:,invoice details
12,1493,142,1715,153,10026-6120040554,invoice details
13,1068,164,1176,175,Purchase,invoice details
14,1186,164,1260,175,Order,invoice details
15,1266,164,1323,175,Date,invoice details
16,1458,174,1462,175,2,invoice details
17,1489,164,1619,175,9/12/2020,invoice details
18,1068,193,1156,204,Printed,invoice details
19,1162,196,1191,204,on,invoice details
20,1458,196,1462,204,:,invoice details
21,1494,193,1619,204,10/12/2020,invoice details
22,1627,193,1723,204,8:19:15,invoice details
23,1070,222,1182,237,Expected,invoice details
24,1190,222,1285,233,Receive,invoice details
25,1296,222,1352,233,Date,invoice details
26,1362,222,1385,233,&,invoice details
27,1393,222,1462,233,Time:,invoice details
28,1489,221,1619,233,30/12/2020,invoice details
29,1632,222,1724,233,18:00:00,invoice details
33,1078,244,1170,259,Ship-To,shipping address
34,1180,244,1284,255,Location,shipping address
36,224,266,295,277,4516,issuer address
37,305,266,415,277,AWFAO2,issuer address
38,225,288,508,299,A.W.FABER-CASTELL,issuer address
39,515,288,557,302,(MD),issuer address
40,566,288,622,299,SDN,issuer address
41,630,288,689,299,BHD,issuer address
42,226,310,281,322,NO.9,issuer address
43,290,320,295,324,",",issuer address
44,303,310,390,322,JALAN,issuer address
45,400,310,432,322,TP,issuer address
46,440,310,453,322,2,issuer address
47,224,332,324,344,TAMAN,issuer address
48,334,332,555,344,PERINDUSTRLIAN,issuer address
49,566,332,633,344,SIME,issuer address
50,642,333,698,346,"UEP,",issuer address
51,223,354,295,366,47600,issuer address
52,305,354,419,366,SUBANG,issuer address
53,427,354,500,366,JAYA,issuer address
54,507,354,658,366,SELANGOR,issuer address
55,663,355,758,366,DARUL,issuer address
56,764,354,856,366,LLISAN,issuer address
57,224,376,260,388,‘Vel,issuer address
58,268,380,271,388,:,issuer address
59,279,377,433,388,03-56334718,issuer address
60,442,369,524,397,563347,issuer address
61,537,377,573,388,ax,issuer address
62,582,380,585,388,:,issuer address
63,592,377,745,388,O3-56341231,issuer address
65,1075,266,1141,277,10026,shipping address
66,1150,266,1196,277,BW,shipping address
67,1070,288,1174,299,Beonsave,shipping address
68,1183,288,1238,299,Cash,shipping address
69,1246,288,1268,299,&,shipping address
70,1275,288,1339,303,Carry,shipping address
71,1346,288,1408,302,(BW),shipping address
72,1418,288,1460,299,Sdn,shipping address
73,1467,288,1513,299,Bhd,shipping address
74,1070,310,1125,322,LOT,shipping address
75,1132,310,1253,324,"24,462,447",shipping address
76,1263,310,1284,322,&,shipping address
77,1291,310,1355,324,"2453,",shipping address
78,1365,310,1482,322,SECTION,shipping address
79,1492,310,1512,324,"4,",shipping address
80,1070,332,1155,344,JALAN,shipping address
81,1166,333,1254,344,CHAIN,shipping address
82,1263,332,1432,346,"FERRY,12700",shipping address
83,1440,332,1747,346,BUTTERWORTILPULAU,shipping address
84,1756,332,1841,344,PINAN,shipping address
100,1070,376,1106,388,‘Vel,shipping address
101,1114,380,1117,388,:,shipping address
102,1124,377,1264,388,04-3314135,shipping address
103,1072,399,1153,410,E-mail:,shipping address
104,231,422,272,430,Tem,
105,476,411,589,439,Description,description
106,1085,421,1197,430,SKU/Order,
107,1206,421,1246,430,Unit,
108,1335,422,1395,430,Order,
109,1404,422,1450,430,Pack,
110,1547,411,1585,439,Total,quantity
111,1663,421,1703,430,Unit,product price
112,1711,421,1762,430,Price|,product price
113,1844,422,1921,430,Amoung],product net
114,231,430,310,458,Barcode,
115,1090,430,1175,458,Capacity,
116,1413,440,1453,449,Unit],
117,1713,440,1762,450,arn),product price
118,1871,440,1920,450,ann,product net
119,225,459,353,471,519140009,
120,1249,452,1299,480,10.0],
121,1419,459,1452,471,1.0),
130,231,479,418,490,4.0267E+12,
131,480,469,530,480,HU,description
132,537,469,590,480,ALL,description
133,596,469,765,480,PURPOSE,description
134,720,461,786,489,POW,description
135,802,469,873,480,33ML,description
136,885,469,930,480,IBC,description
137,939,469,1072,480,B90037655,description
138,1192,479,1292,490,LUND,
139,1417,479,1452,490,oo,
140,1547,461,1592,489,10.0],quantity
141,1684,469,1762,480,8.2200],product price
142,1857,469,1920,480,82.20],product net
143,224,1157,292,1169,[Grand,billing info
144,300,1157,357,1169,Total,billing info
145,363,1158,451,1169,Amount,billing info
146,1857,1158,1920,1169,82.20],billing info
147,227,1192,263,1199,Jenny,note
148,268,1192,279,1199,&,note
149,284,1192,363,1199,Conditions,note
150,363,1180,373,1208,:,note
151,377,1192,420,1199,Please,note
152,426,1192,463,1201,bring,note
153,467,1192,507,1201,along,note
154,511,1194,518,1199,a,note
155,522,1194,555,1201,copy,note
156,560,1192,598,1199,ofthe,note
157,598,1180,639,1208,Order,note
158,645,1192,683,1199,when,note
159,687,1192,740,1199,delivering,note
160,768,1192,806,1199,goods.,note
161,814,1180,848,1208,Latch,note
162,852,1192,916,1199,Purchase,note
163,919,1193,950,1199,must,note
164,953,1180,964,1208,be,note
165,965,1192,1033,1199,attached,note
166,1037,1192,1069,1199,with,note
167,1074,1193,1091,1199,its,note
168,1095,1194,1125,1199,own,note
169,1130,1192,1193,1199,delivering,note
170,1206,1192,1300,1199,order/invoice.,note
171,1308,1192,1367,1201,Delivery,note
172,1373,1193,1432,1201,quantity,note
173,1437,1192,1469,1199,shall,note
174,1474,1191,1525,1201,comply,note
175,1529,1193,1542,1199,to,note
176,1547,1192,1569,1199,the,note
177,1572,1192,1741,1201,purchase,note
178,1634,1180,1672,1208,order,note
179,1674,1192,1741,1201,"quantity,",note
180,1745,1192,1816,1199,additional,note
181,1821,1193,1880,1201,quantity,note
182,1885,1191,1912,1199,will,note
183,224,1203,237,1210,fine,note
184,405,1203,434,1210,ATT,note
185,831,1203,848,1210,the,note
186,856,1206,896,1210,receiving,note
187,924,1206,976,1213,process.,note
188,985,1203,1032,1210,Unlens,note
189,1037,1191,1101,1219,overwrite,note
190,1108,1203,1125,1212,by,note
191,1129,1203,1189,1210,National,note
192,1262,1203,1278,1210,AIL,note
193,1284,1203,1326,1212,Roos,note
194,1331,1206,1348,1210,are,note
195,1355,1206,1372,1210,on,note
196,1377,1203,1395,1210,the,note
197,1402,1206,1438,1210,cons,note
198,1542,1203,1559,1210,nd,note
199,1564,1203,1631,1210,returnable,note
200,1639,1203,1703,1210,whenever,note
201,1709,1203,1751,1212,goods,note
202,1756,1205,1800,1210,cannot,note
203,1806,1203,1819,1210,be,note
204,1827,1203,1856,1210,sald.,note
205,1866,1203,1894,1212,Any,note
206,224,1215,295,1222,hines/otter,note
207,298,1215,313,1222,of,note
208,313,1204,344,1232,sits,note
209,349,1216,363,1222,to,note
210,368,1215,435,1222,Econsave:,note
211,638,1216,700,1222,terminate,note
212,705,1215,782,1222,ofaccounts,note
213,787,1215,797,1222,&,note
214,803,1216,860,1224,paynent,note
218,771,1230,782,1237,*,note
219,791,1230,836,1242,This,note
220,845,1230,860,1242,is,note
221,867,1232,971,1245,Computer,note
222,978,1230,1091,1245,"generated,",note
223,1100,1234,1126,1242,no,note
224,1135,1230,1230,1245,signature,note
225,1239,1230,1253,1242,is,note
226,1262,1230,1372,1245,required.,note
227,1359,1220,1370,1252,*,note
