,xmin,ymin,xmax,ymax,Object,labels
0,223,171,279,182,PDT,invoice details
1,286,171,410,182,Reference,invoice details
2,420,171,462,182,No.,invoice details
3,224,222,280,237,Page,invoice details
4,643,222,697,233,lofl,invoice details
5,944,93,1092,107,Purchase,invoice details
6,1104,93,1201,107,Order,invoice details
7,756,208,894,217,6120041215,invoice details
8,1068,142,1176,153,Purchase,invoice details
9,1186,142,1260,153,Order,invoice details
10,1266,142,1307,153,No.,invoice details
11,607,174,610,182,:,invoice details
12,1068,164,1176,175,Purchase,invoice details
13,1186,164,1260,175,Order,invoice details
14,1266,164,1323,175,Date,invoice details
15,1068,193,1156,204,Printed,invoice details
16,1162,196,1191,204,on,invoice details
17,1070,222,1182,237,Expected,invoice details
18,1190,222,1285,233,Receive,invoice details
19,1296,222,1352,233,Date,invoice details
20,1362,222,1385,233,&,invoice details
21,1393,222,1452,233,Time,invoice details
22,1493,142,1714,153,10033-6120041215,invoice details
23,1489,164,1619,175,9/12/2020,invoice details
24,1494,193,1619,204,10/12/2020,invoice details
25,1627,193,1723,204,8:19:15,invoice details
26,1489,221,1619,233,30/12/2020,invoice details
27,1632,222,1724,233,18:00:00,invoice details
29,231,244,322,255,Vendor,issuer address
31,1078,244,1170,259,Ship-To,shipping address
32,1180,244,1284,255,Location,shipping address
37,224,266,295,277,4516,issuer address
38,305,266,415,277,AWFAO2,issuer address
39,225,288,508,299,A.W.FABER-CASTELL,issuer address
40,515,288,557,302,(MD),issuer address
41,566,288,622,299,SDN,issuer address
42,630,288,689,299,BHD,issuer address
43,226,310,281,322,NO.9,issuer address
44,290,320,295,324,",",issuer address
45,303,310,390,322,JALAN,issuer address
46,400,310,432,322,TP,issuer address
47,440,310,453,322,2,issuer address
48,224,332,324,344,TAMAN,issuer address
49,334,332,555,344,PERINDUSTRLIAN,issuer address
50,566,332,633,344,SIME,issuer address
51,642,333,698,346,"UEP,",issuer address
52,223,354,295,366,47600,issuer address
53,305,354,419,366,SUBANG,issuer address
54,427,354,500,366,JAYA,issuer address
55,507,354,658,366,SELANGOR,issuer address
56,663,355,758,366,DARUL,issuer address
57,764,354,856,366,LLISAN,issuer address
58,224,376,260,388,‘Vel,issuer address
59,268,380,271,388,:,issuer address
60,279,377,433,388,03-56334718,issuer address
61,442,369,524,397,563347,issuer address
62,537,377,573,388,ax,issuer address
63,582,380,585,388,:,issuer address
64,592,377,745,388,O3-56341231,issuer address
65,1075,266,1140,277,10033,shipping address
66,1150,266,1187,277,FH,shipping address
67,1070,288,1174,299,Beonsave,shipping address
68,1183,288,1238,299,Cash,shipping address
69,1246,288,1268,299,&,shipping address
70,1275,288,1339,303,Carry,shipping address
71,1346,288,1399,302,(FH),shipping address
72,1409,288,1451,299,Sdn,shipping address
73,1458,288,1503,299,Bhd,shipping address
74,1070,333,1108,344,Lot,shipping address
75,1115,333,1149,344,PT,shipping address
76,1155,332,1226,344,20987,shipping address
77,1235,332,1277,344,dan,shipping address
78,1282,333,1316,344,PT,shipping address
79,1322,332,1350,344,20!,shipping address
81,1381,332,1393,344,8,shipping address
82,1403,332,1514,344,Seremban,shipping address
83,1520,333,1591,344,Forest,shipping address
84,1598,332,1669,347,Leight,shipping address
85,1677,332,1748,344,70450,shipping address
86,1757,332,1868,344,Seremban,shipping address
87,1874,333,1923,347,Neg:,shipping address
99,1070,376,1106,388,‘Yel,shipping address
100,1114,380,1117,388,:,shipping address
101,1124,376,1300,388,06-7611124/25,shipping address
102,1380,377,1423,388,lax,shipping address
103,1431,380,1434,388,:,shipping address
104,1442,377,1583,388,06-7611126,shipping address
105,225,399,307,410,E-mail:,issuer address
106,1072,399,1141,410,E-mail,shipping address
107,1150,402,1153,410,:,shipping address
108,231,422,266,430,Hem,
109,476,410,589,440,Description,description
110,1085,421,1197,430,SKU/Order,
111,1206,421,1246,430,Unit,
112,1335,422,1395,430,Order,
113,1404,422,1450,430,Pack,
114,1547,410,1590,440,Total,quantity
115,1663,421,1703,430,Unit,product price
116,1711,421,1762,430,Price,product price
117,231,429,312,459,Barcode,
118,1090,429,1175,459,Capacity,
119,1362,440,1404,449,Free,
120,1413,440,1453,449,Unit],
121,1551,440,1592,451,Qty],quantity
122,1713,440,1762,450,arp,product price
123,1871,440,1920,450,any,product net
124,225,459,353,471,542360020,
125,1249,459,1296,471,10.0],
126,1419,459,1452,471,1.0],
133,1684,469,1733,480,2.02,product price
134,1856,469,1905,480,20.2,product net
135,232,460,419,494,9.55609E+12,
136,469,469,500,480,FC:,description
137,512,469,573,480,UAU,description
138,618,469,666,480,MULTI,description
139,674,469,799,480,PURPOSE,description
140,808,469,840,480,3G,description
141,849,469,964,480,91042400,description
142,1192,479,1241,490,AUN,
143,1417,479,1450,490,oo,
144,1547,469,1592,480,10.0],quantity
145,1705,469,1762,480,0200],product price
146,1871,469,1920,480,0.2,product net
147,224,1157,292,1169,Grand,billing info
148,300,1157,357,1169,Total,billing info
149,363,1158,451,1169,Amount,billing info
150,1855,1158,1920,1169,20.20],billing info
151,227,1192,263,1199,Lemmy,note
152,268,1192,278,1199,&,note
153,284,1192,363,1199,Conditions,note
154,363,1179,373,1209,:,note
155,377,1192,420,1199,Please,note
156,426,1192,463,1201,bring,note
157,467,1192,507,1201,along,note
158,511,1194,518,1199,a,note
159,522,1194,555,1201,copy,note
160,553,1179,598,1209,ofthe,note
