,xmin,ymin,xmax,ymax,Object,labels
0,1068,142,1176,153,Purchase,invoice details
1,1186,142,1260,153,Order,invoice details
2,1266,142,1307,153,No.,invoice details
3,1458,152,1462,153,2,invoice details
4,223,171,279,182,PDT,invoice details
5,286,171,410,182,Reference,invoice details
6,420,171,462,182,No.,invoice details
7,607,174,610,182,:,invoice details
8,1068,164,1176,175,Purchase,invoice details
9,1186,164,1260,175,Order,invoice details
10,1266,164,1323,175,Date,invoice details
11,224,222,280,237,Page,invoice details
12,231,244,322,255,Vendor,invoice details
14,944,93,1092,107,Purchase,invoice details
15,1104,93,1201,107,Order,invoice details
16,1068,193,1156,204,Printed,invoice details
17,1162,196,1191,204,on,invoice details
18,1458,196,1462,204,A,invoice details
19,756,208,894,217,S1z0009432,invoice details
20,643,222,697,233,lofl,invoice details
21,1070,222,1182,237,Expected,invoice details
22,1190,222,1285,233,Receive,invoice details
23,1296,222,1352,233,Date,invoice details
24,1362,222,1385,233,&,invoice details
25,1393,222,1462,233,Time:,invoice details
26,1493,142,1584,153,10094-6,invoice details
27,1600,142,1715,153,120009432,invoice details
28,1489,164,1619,175,9/12/2020,invoice details
29,1494,193,1619,204,10/12/2020,invoice details
30,1627,193,1724,204,8:19:17,invoice details
31,1489,221,1619,233,30/12/2020,invoice details
32,1632,222,1724,233,18:00:00,invoice details
36,1078,244,1170,259,Ship-To,shipping address
37,1180,244,1284,255,Location,shipping address
39,224,266,295,277,4516,issuer address
40,305,266,415,277,AWFAO2,issuer address
41,225,288,508,299,A.W.FABER-CASTELL,issuer address
42,515,288,557,302,(MD),issuer address
43,566,288,622,299,SDN,issuer address
44,630,288,689,299,BHD,issuer address
45,226,310,281,322,NO.9,issuer address
46,290,320,295,324,",",issuer address
47,303,310,390,322,JALAN,issuer address
48,400,310,432,322,TP,issuer address
49,440,310,453,322,2,issuer address
50,224,332,324,344,TAMAN,issuer address
51,334,332,555,344,PERINDUSTRLIAN,issuer address
52,566,332,633,344,SIME,issuer address
53,642,333,698,346,"UEP,",issuer address
54,223,354,295,366,47600,issuer address
55,305,354,419,366,SUBANG,issuer address
56,427,354,500,366,JAYA,issuer address
57,507,354,658,366,SELANGOR,issuer address
58,663,355,758,366,DARUL,issuer address
59,764,354,856,366,LLISAN,issuer address
60,224,376,260,388,‘Vel,issuer address
61,268,380,271,388,:,issuer address
62,279,377,433,388,03-56334718,issuer address
63,442,369,524,397,563347,issuer address
64,537,377,573,388,ax,issuer address
65,582,380,585,388,:,issuer address
66,592,377,745,388,O3-56341231,issuer address
67,1075,266,1142,277,10094,shipping address
68,1150,266,1191,277,KK,shipping address
69,1070,288,1174,299,KBeonsave,shipping address
70,1183,288,1238,299,Cash,shipping address
71,1246,288,1268,299,&,shipping address
72,1275,288,1339,303,Carry,shipping address
73,1346,288,1406,302,(KK),shipping address
74,1416,288,1458,299,Sdn,shipping address
75,1465,288,1511,299,Bhd,shipping address
76,1070,311,1108,322,Lot,shipping address
77,1115,311,1149,322,PT,shipping address
78,1158,310,1212,322,1640,shipping address
79,1220,310,1243,322,&,shipping address
80,1250,311,1283,322,PT,shipping address
81,1293,310,1447,325,"1685,Seksyen",shipping address
82,1455,310,1489,323,"54,",shipping address
83,1498,310,1553,322,Jalan,shipping address
84,1560,310,1611,325,Raja,shipping address
85,1620,311,1743,325,Perempuan,shipping address
86,1748,310,1822,322,Zainab,shipping address
