,xmin,ymin,xmax,ymax,Object,labels
0,465,186,537,216,Ali,issuer address
1,564,186,674,217,and,issuer address
2,701,186,785,217,Co,issuer address
3,465,228,582,245,Saddar,issuer address
4,467,254,650,274,"Rawalpindi,",issuer address
5,667,254,803,270,Pakistan,issuer address
6,827,254,927,270,42000,issuer address
10,308,348,462,363,Customer,issuer address
11,222,374,308,388,Name,shipping address
12,389,374,474,388,Aksar,shipping address
13,484,374,680,392,Technologies,shipping address
18,1483,302,1732,329,INVOICE,invoice details
24,220,393,340,422,Address,shipping address
25,390,397,452,412,STP,shipping address
26,466,398,615,412,Islamabad,shipping address
27,210,417,276,444,City,shipping address
28,392,422,541,436,Islamabad,shipping address
29,759,421,834,436,State,shipping address
30,851,422,948,436,Pakiste,shipping address
31,971,422,1021,436,ZIP,shipping address
32,1036,422,1126,436,44000,shipping address
33,223,445,314,460,Phone,shipping address
34,1358,469,1470,484,Invoice,invoice details
35,1483,469,1532,484,No.,invoice details
36,1752,471,1823,484,3265,invoice details
37,273,493,327,512,Qty,quantity
38,756,489,935,516,Description,description
39,1350,493,1411,508,Unit,product price
40,1424,493,1502,508,Price,product price
41,1633,493,1742,508,TOTAL,product net
42,293,517,301,531,1,quantity
43,389,517,458,532,Web,description
44,471,517,570,536,Design,description
45,582,517,615,531,All,description
46,629,517,719,536,Pages,description
47,1405,517,1521,534,$150.00 ,product price
48,1695,517,1812,534,$150.00 ,product net
49,293,541,301,555,1,quantity
50,389,541,458,556,Web,description
51,471,541,663,560,Development,description
52,1405,541,1521,558,$222.00 ,product price
53,1695,541,1812,558,$222.00 ,product net
54,291,566,307,580,2,quantity
55,389,565,447,584,App,description
56,460,565,652,584,Development,description
57,1377,565,1521,582,"$5,555.00 ",product price
58,1649,565,1812,582,"$11,110.00 ",product net
59,293,590,301,604,1,quantity
60,390,589,477,604,Social,description
61,491,589,578,604,Media,description
62,590,589,732,608,Marketing,description
63,1405,589,1521,606,$250.00 ,product price
64,1695,589,1812,606,$250.00 ,product net
65,291,614,307,628,2,quantity
66,390,613,457,628,SEO,description
67,1405,613,1521,630,$200.00 ,product price
68,1695,613,1812,630,$400.00 ,product net
69,291,637,307,651,4,quantity
70,391,633,517,661,Hostings,description
71,1405,636,1521,654,$150.00 ,product price
72,1695,636,1812,654,$600.00 ,product net
73,1384,921,1514,948,SubTotal,billing info
74,1649,924,1812,942,"$12,732.00 ",billing info
75,349,946,484,964,Payment,note
76,497,946,603,960,Details,note
77,1217,949,1342,967,Shipping,billing info
78,1355,949,1374,963,&,billing info
79,1388,949,1514,967,Handling,billing info
80,1732,948,1812,965,$7.00 ,billing info
81,335,972,367,990,©,note
82,436,967,510,994,Cash,note
83,1190,973,1279,987,Taxes,billing info
84,1388,968,1462,995,State,billing info
85,1695,972,1812,989,$636.60 ,billing info
86,339,992,353,1018,©O,note
87,436,997,529,1011,Check,note
88,342,1016,357,1044,Oo,note
89,436,1021,523,1035,Credit,note
90,534,1021,603,1035,Card,note
91,1405,1021,1515,1035,TOTAL,billing info
92,1649,1020,1812,1038,"$13,375.60 ",billing info
93,289,1053,374,1067,Name,note
94,1253,1077,1338,1092,Office,note
95,1352,1077,1407,1092,Use,note
96,1419,1077,1485,1095,Only,note
98,558,1101,664,1119,Expires,note
100,223,1193,288,1220,Date,invoice details
101,389,1197,530,1211,4/31/2021,invoice details
102,221,1220,304,1235,Order,invoice details
103,317,1221,363,1235,No.,invoice details
104,389,1221,424,1235,25,invoice details
105,223,1245,280,1263,Rep,invoice details
106,391,1245,425,1259,Nil,invoice details
107,223,1268,287,1283,FOB,invoice details
108,392,1269,442,1283,IBD,invoice details
114,732,1321,815,1336,Insert,note
115,825,1321,950,1336,Farewell,note
116,959,1321,1111,1336,Statement,note
117,1120,1321,1190,1336,Here,note
