,xmin,ymin,xmax,ymax,Object,labels
0,223,171,279,182,PDT,invoice details
1,286,171,410,182,Reference,invoice details
2,420,171,462,182,No.,invoice details
3,756,208,894,217,6120043055,invoice details
4,224,212,280,243,Page,invoice details
5,607,225,610,233,:,invoice details
6,643,222,697,233,Lofl,invoice details
7,944,93,1092,107,Purchase,invoice details
8,1104,93,1201,107,Order,invoice details
9,1068,142,1176,153,Purchase,invoice details
10,1186,142,1260,153,Order,invoice details
11,1266,142,1307,153,No.,invoice details
12,1068,164,1176,175,Purchase,invoice details
13,1186,164,1260,175,Order,invoice details
14,1266,164,1323,175,Date,invoice details
15,1458,152,1462,153,:,invoice details
16,1493,142,1714,153,10084-6120043055,invoice details
17,1458,174,1462,175,2,invoice details
18,1489,164,1619,175,9/12/2020,invoice details
19,1068,193,1156,204,Printed,invoice details
20,1162,196,1191,204,on,invoice details
21,1458,196,1462,204,2,invoice details
22,1494,193,1619,204,10/12/2020,invoice details
23,1627,193,1724,204,8:19:16,invoice details
24,1070,222,1182,237,Expected,invoice details
25,1190,222,1285,233,Receive,invoice details
26,1296,222,1352,233,Date,invoice details
27,1362,222,1385,233,&,invoice details
28,1393,222,1462,233,Time:,invoice details
29,1489,221,1619,233,30/12/2020,invoice details
30,1632,222,1724,233,18:00:00,invoice details
32,231,244,322,255,Vendor,issuer address
36,1078,244,1170,259,Ship-To,shipping address
37,1180,244,1284,255,Location,shipping address
40,224,266,295,277,4516,issuer address
41,305,266,415,277,AWFAO2,issuer address
42,225,288,508,299,A.W.FABER-CASTELL,issuer address
43,515,288,557,302,(MD),issuer address
44,566,288,622,299,SDN,issuer address
45,630,288,689,299,BHD,issuer address
46,226,310,281,322,NO.9,issuer address
47,290,320,295,324,",",issuer address
48,303,310,390,322,JALAN,issuer address
49,400,310,432,322,TP,issuer address
50,440,310,453,322,2,issuer address
51,224,332,324,344,TAMAN,issuer address
52,334,332,555,344,PERINDUSTRLIAN,issuer address
53,566,332,633,344,SIME,issuer address
54,642,333,698,346,"UEP,",issuer address
55,223,354,295,366,47600,issuer address
56,305,354,419,366,SUBANG,issuer address
57,427,354,500,366,JAYA,issuer address
58,507,354,658,366,SELANGOR,issuer address
59,663,355,758,366,DARUL,issuer address
60,764,354,856,366,LLISAN,issuer address
61,224,376,260,388,‘Vel,issuer address
62,268,380,271,388,:,issuer address
63,279,377,433,388,03-56334718,issuer address
64,442,369,524,397,563347,issuer address
65,537,377,573,388,ax,issuer address
66,582,380,585,388,:,issuer address
67,592,377,745,388,O3-56341231,issuer address
68,1075,266,1142,277,10084,shipping address
69,1150,266,1186,277,RG,shipping address
70,1070,288,1174,299,Beonsave,shipping address
71,1183,288,1238,299,Cash,shipping address
72,1246,288,1268,299,&,shipping address
73,1275,288,1339,303,Carry,shipping address
74,1346,288,1401,302,(RC),shipping address
75,1410,288,1453,299,Sdn,shipping address
76,1460,288,1505,299,Bhd,shipping address
77,1070,311,1103,322,PT,shipping address
78,1110,310,1188,324,"27734,",shipping address
79,1197,310,1282,322,JALAN,shipping address
80,1294,310,1335,324,"5/5,",shipping address
81,1346,310,1463,322,BANDAR,shipping address
82,1471,310,1614,324,"RINCHING,",shipping address
83,1070,332,1142,344,43500,shipping address
84,1151,332,1300,344,SEMENYIL,shipping address
85,1326,332,1462,344,SELANGOR,shipping address
86,1467,332,1562,344,DARUL,shipping address
87,1569,332,1668,344,ELISAN.,shipping address
89,1070,376,1106,388,‘Tel,shipping address
90,1114,380,1117,388,:,shipping address
91,1124,377,1279,388,03-31658292,shipping address
92,1431,380,1434,388,:,shipping address
93,1442,377,1597,388,03-31658294,shipping address
112,1072,399,1141,410,E-mail,shipping address
113,1150,402,1153,410,:,shipping address
114,231,422,266,430,Hem,
115,476,410,589,440,Description,description
116,1085,421,1197,430,SKU/Order,
117,1206,421,1246,430,Unit,
118,1335,422,1395,430,Order,
119,1404,422,1450,430,Pack,
120,1547,410,1590,440,Total,quantity
121,1663,421,1703,430,Unit,product price
122,1711,421,1762,430,Price,product price
123,231,429,312,459,Barcode,
124,1090,429,1175,459,Capacity,
125,1362,440,1404,449,Free,
126,1413,440,1453,449,Unit],
127,1551,440,1592,451,Qty],quantity
128,1713,440,1762,450,arp,product price
129,1871,440,1920,450,any,product net
130,225,459,353,471,543000148,
131,842,469,845,470,5,
132,1249,459,1296,471,10.0],
133,1417,459,1452,471,2.0],
134,501,469,503,472,7,
135,809,460,816,490,Ss,
136,863,469,920,480,2302,
137,1684,460,1710,490,2.2,
138,1886,479,1889,480,i,
139,232,479,418,490,9.55568E+12,
140,469,469,500,480,FC,description
141,511,469,555,480,NX,description
142,561,469,640,480,B/PEN,description
143,649,469,683,480,0.5,description
144,692,469,786,480,BLACK,description
145,795,469,825,480,4S,description
146,834,469,906,480,64230:,description
147,1192,479,1292,490,AUN,
148,1417,479,1450,490,oo,
149,1542,469,1592,480,20.0],quantity
150,1706,460,1762,490,3400,product price
151,1855,469,1920,480,46.80],product net
152,225,499,352,510,543540003,
153,540,508,545,509,-,
154,862,508,865,509,-,
155,1250,490,1296,520,12.0),
156,1416,499,1452,510,2,
157,1730,508,1733,509,-,
158,1902,508,1905,509,-,
159,527,509,531,512,eo,
160,605,509,644,511,<r,
161,703,509,721,511,+,
162,770,509,772,511,>,
163,811,509,829,511,REF,
164,860,513,865,519,16,
165,1543,508,1554,517,>,
