,xmin,ymin,xmax,ymax,Object,labels
0,465,186,537,216,Ali,issuer address
1,564,186,674,217,and,issuer address
2,701,186,785,217,Co,issuer address
3,465,228,582,245,Saddar,issuer address
4,467,254,650,274,"Rawalpindi,",issuer address
5,667,254,803,270,Pakistan,issuer address
6,827,254,927,270,42000,issuer address
22,1483,302,1732,329,INVOICE,invoice details
23,1771,311,1832,320,=,invoice details
24,308,348,462,363,Customer,shipping address
25,222,374,308,388,Name,shipping address
26,389,374,474,388,Aksar,shipping address
27,484,374,680,392,Technologies,shipping address
28,220,393,340,422,Address,shipping address
29,390,397,452,412,STP,shipping address
30,466,398,615,412,Islamabad,shipping address
31,210,417,276,444,City,shipping address
32,392,422,541,436,Islamabad,shipping address
33,759,421,834,436,State,shipping address
34,851,422,948,436,Pakiste,shipping address
35,971,422,1021,436,ZIP,shipping address
36,1036,422,1126,436,44000,shipping address
37,223,445,314,460,Phone,shipping address
38,1358,469,1470,484,Invoice,invoice details
39,1483,469,1532,484,No.,invoice details
40,1752,471,1823,484,3265,invoice details
41,273,493,327,512,Qty,quantity
42,756,489,935,516,Description,description
43,1350,493,1411,508,Unit,product price
44,1424,493,1502,508,Price,product price
45,1633,493,1742,508,TOTAL,product net
46,293,517,301,531,1,quantity
47,389,517,458,532,Web,description
48,471,517,570,536,Design,description
49,582,517,615,531,All,description
50,629,517,719,536,Pages,description
51,1405,517,1521,534,$150.00 ,product price
52,1695,517,1812,534,$150.00 ,product net
53,293,541,301,555,1,quantity
54,389,541,458,556,Web,description
55,471,541,663,560,Development,description
56,1405,541,1521,558,$222.00 ,product price
57,1695,541,1812,558,$222.00 ,product net
58,291,566,307,580,2,quantity
59,389,565,447,584,App,description
60,460,565,652,584,Development,description
61,1377,565,1521,582,"$5,555.00 ",product price
62,1649,565,1812,582,"$11,110.00 ",product net
63,293,590,301,604,1,quantity
64,390,589,477,604,Social,description
65,491,589,578,604,Media,description
66,590,589,732,608,Marketing,description
67,1405,589,1521,606,$250.00 ,product price
68,1695,589,1812,606,$250.00 ,product net
69,291,614,307,628,2,quantity
70,390,613,457,628,SEO,description
71,1405,613,1521,630,$200.00 ,product price
72,1695,613,1812,630,$400.00 ,product net
73,291,637,307,651,4,quantity
74,391,633,517,661,Hostings,description
75,1405,636,1521,654,$150.00 ,product price
76,1695,636,1812,654,$600.00 ,product net
77,1384,921,1514,948,SubTotal,billing info
78,1649,924,1812,942,"$12,732.00 ",billing info
79,1217,949,1342,967,Shipping,billing info
80,1355,949,1374,963,&,billing info
81,1388,949,1514,967,Handling,billing info
82,1732,948,1812,965,$7.00 ,billing info
83,1190,973,1279,987,Taxes,billing info
84,1388,967,1462,996,State,billing info
85,1695,972,1812,989,$636.60 ,billing info
86,1405,1021,1515,1035,TOTAL,billing info
87,1649,1020,1812,1038,"$13,375.60 ",billing info
88,349,1042,484,1060,Payment,note
89,497,1042,603,1056,Details,note
90,335,1068,367,1086,?,note
91,436,1073,510,1100,Cash,note
92,1253,1077,1338,1092,Office,note
93,1352,1077,1407,1092,Use,note
94,1419,1077,1485,1095,Only,note
95,339,1095,356,1128,Oo,note
96,436,1101,529,1115,Check,note
97,335,1123,367,1141,?,note
98,436,1125,523,1139,Credit,note
99,534,1125,603,1139,Card,note
100,289,1149,374,1163,Name,note
101,301,1172,346,1187,CC,note
102,350,1168,365,1196,#,note
105,558,1193,664,1219,Expires,note
106,1315,1193,1381,1219,Date,invoice details
107,1548,1197,1688,1211,4/31/2021,invoice details
108,1313,1220,1397,1235,Order,invoice details
109,1410,1221,1456,1235,No.,invoice details
110,1548,1221,1583,1235,25,invoice details
112,1315,1245,1372,1263,Rep,invoice details
113,1550,1245,1584,1259,Nil,invoice details
114,1315,1268,1380,1283,FOB,invoice details
115,1551,1269,1601,1283,IBD,invoice details
118,732,1321,815,1336,Insert,note
119,825,1321,950,1336,Farewell,note
120,959,1321,1111,1336,Statement,note
121,1120,1321,1190,1336,Here,note
