,xmin,ymin,xmax,ymax,Object,labels
0,223,171,279,182,PDT,invoice details
1,286,171,410,182,Reference,invoice details
2,420,171,462,182,No.,invoice details
3,224,222,280,237,Page,invoice details
4,643,222,697,233,lofl,invoice details
5,944,93,1092,107,Purchase,invoice details
6,1104,93,1201,107,Order,invoice details
7,754,208,894,217,s120047375,invoice details
8,1068,142,1176,153,Purchase,invoice details
9,1186,142,1260,153,Order,invoice details
10,1266,142,1307,153,No.,invoice details
11,1458,152,1462,153,2:,invoice details
12,1493,142,1714,153,10038-6120047375,invoice details
13,607,174,610,182,:,invoice details
14,1068,164,1176,175,Purchase,invoice details
15,1186,164,1260,175,Order,invoice details
16,1265,164,1323,175,Date,invoice details
17,1458,174,1462,175,2,invoice details
18,1489,164,1619,175,9/12/2020,invoice details
19,1068,193,1156,204,Printed,invoice details
20,1162,196,1191,204,on,invoice details
21,1458,196,1462,198,2,invoice details
22,1494,193,1619,204,10/12/2020,invoice details
23,1627,193,1724,204,8:19:16,invoice details
24,1070,222,1182,237,Expected,invoice details
25,1190,222,1285,233,Receive,invoice details
26,1296,222,1352,233,Date,invoice details
27,1362,222,1385,233,&,invoice details
28,1393,222,1462,233,Time:,invoice details
29,1489,221,1619,233,30/12/2020,invoice details
30,1632,222,1724,233,18:00:00,invoice details
32,231,244,322,255,Vendor,issuer address
36,1078,244,1170,259,Ship-To,shipping address
37,1180,244,1284,255,Location,shipping address
40,224,266,295,277,4516,issuer address
41,305,266,415,277,AWFAO2,issuer address
42,225,288,508,299,A.W.FABER-CASTELL,issuer address
43,515,288,557,302,(MD),issuer address
44,566,288,622,299,SDN,issuer address
45,630,288,689,299,BHD,issuer address
46,226,310,281,322,NO.9,issuer address
47,290,320,295,324,",",issuer address
48,303,310,390,322,JALAN,issuer address
49,400,310,432,322,TP,issuer address
50,440,310,453,322,2,issuer address
51,224,332,324,344,TAMAN,issuer address
52,334,332,555,344,PERINDUSTRLIAN,issuer address
53,566,332,633,344,SIME,issuer address
54,642,333,698,346,"UEP,",issuer address
55,223,354,295,366,47600,issuer address
56,305,354,419,366,SUBANG,issuer address
57,427,354,500,366,JAYA,issuer address
58,507,354,658,366,SELANGOR,issuer address
59,663,355,758,366,DARUL,issuer address
60,764,354,856,366,LLISAN,issuer address
61,1075,266,1141,277,10038,issuer address
62,1150,266,1192,277,KG,issuer address
63,1070,288,1174,299,Beonsave,issuer address
64,1183,288,1238,299,Cash,issuer address
65,1246,288,1268,299,&,issuer address
66,1275,288,1339,303,Carry,issuer address
67,1346,288,1405,302,(KG),issuer address
68,1414,288,1456,299,Sdn,issuer address
69,1463,288,1509,299,Bhd,issuer address
70,1070,311,1108,322,Lot,issuer address
71,1116,310,1236,324,"5830,Jalan",issuer address
72,1242,310,1368,322,Perusahaan,issuer address
73,1376,310,1429,323,"Satu,",issuer address
74,1441,311,1543,322,Kawasan,issuer address
75,1549,310,1692,322,Perindustrian,issuer address
76,1698,310,1821,325,"Kamumting,",issuer address
77,1071,332,1142,344,34600,issuer address
78,1149,332,1341,347,"Kamumting,Perak",issuer address
79,1347,332,1409,344,Darul,issuer address
80,1414,332,1506,344,Ridzuan.,issuer address
83,224,376,260,388,‘Tel,issuer address
84,268,380,271,388,:,issuer address
85,279,377,433,388,03-56334718,issuer address
86,442,368,525,398,563347,issuer address
87,530,377,573,388,Fax,issuer address
88,582,380,585,388,:,issuer address
89,592,377,745,388,03-56341231,issuer address
90,1070,376,1117,388,‘Tel:,shipping address
91,1124,376,1298,388,05-8917830/31,shipping address
92,1431,380,1434,388,:,shipping address
93,1442,377,1581,388,O5-8917833,shipping address
94,225,399,307,410,E-mail:,issuer address
95,1072,399,1141,410,E-mail,shipping address
96,1150,402,1153,410,:,shipping address
97,231,422,270,430,Hem,
98,476,410,589,440,Description,description
99,1085,421,1197,430,SKU/Order,
100,1206,421,1246,430,Unit,
101,1335,422,1395,430,Order,
102,1404,422,1450,430,Pack,
103,1547,410,1590,440,Total,quantity
104,1663,421,1703,430,Unit,product price
105,1711,421,1762,430,Price,product price
106,231,429,312,459,Barcode,
107,1090,429,1175,459,Capacity,
108,1362,440,1404,449,Free,
109,1413,440,1453,449,Unit],
110,1551,440,1592,451,Qty],quantity
111,1713,440,1762,450,arp,product price
112,1871,440,1920,450,any,product net
113,225,459,353,471,542360024,
114,501,469,503,472,.,
115,1249,459,1296,471,10.0],
116,1419,459,1452,471,1.0],
118,1720,469,1732,477,OD,
119,1856,469,1904,478,50.2,
120,232,479,418,490,5.55685E+11,
121,469,469,500,480,FC,description
122,512,469,573,480,UHAU,description
123,581,469,633,480,ALL,description
124,640,469,766,480,PURPOSE,description
125,773,469,873,480,7ML-PB,description
126,881,469,918,480,OF,description
127,932,469,935,480,1,description
128,948,469,1062,480,91040375,description
129,1192,479,1292,490,AUN,
130,1417,479,1450,490,oo,
131,1547,460,1592,490,10.0],quantity
132,1684,460,1765,490,2.0200),product price
133,1856,469,1920,480,20.2,product net
134,225,499,353,510,543000162,
135,1250,490,1296,520,10.0),
136,1420,499,1452,510,1.0],
137,481,508,503,511,2c,
138,617,509,619,511,5,
139,893,509,895,511,5,
140,947,508,951,512,:,
141,1684,508,1695,516,>,
142,1856,508,1868,517,2,
143,232,518,419,530,O55S5684655769,
144,469,508,503,520,IPC,description
145,512,509,555,520,NX,description
146,561,508,638,520,B/PEN,description
