,xmin,ymin,xmax,ymax,Object,labels
0,447,182,537,224,Ali,issuer address
1,564,186,672,217,and,issuer address
2,701,186,785,217,Co,issuer address
3,1358,196,1470,211,Invoice,invoice details
4,1483,196,1532,211,No.,invoice details
5,1752,198,1823,211,3265,invoice details
6,465,228,582,245,Saddar,issuer address
7,467,254,650,274,"Rawalpindi,",issuer address
8,667,254,803,270,Pakistan,issuer address
9,827,254,927,270,42000,issuer address
19,1483,302,1732,329,INVOICE,invoice details
21,273,493,327,512,Qty,quantity
22,756,489,935,516,Description,description
23,1350,493,1411,508,Unit,product price
24,1424,493,1502,508,Price,product price
25,1633,493,1742,508,TOTAL,product net
26,293,517,301,531,1,quantity
27,389,517,458,532,Web,description
28,471,517,570,536,Design,description
29,1405,517,1521,534,$150.00 ,product price
30,1695,517,1812,534,$150.00 ,product net
31,293,541,301,555,1,quantity
32,389,541,458,556,Web,description
33,471,541,663,560,Development,description
34,1405,541,1521,558,$222.00 ,product price
35,1695,541,1812,558,$222.00 ,product net
36,291,566,307,580,2,quantity
37,390,565,447,584,App,description
38,460,565,652,584,Development,description
39,1405,565,1521,582,$322.00 ,product price
40,1695,565,1812,582,$644.00 ,product net
41,293,590,301,604,1,quantity
42,390,589,477,604,Social,description
43,491,589,578,604,Media,description
44,590,589,732,608,Marketing,description
45,1405,589,1521,606,$250.00 ,product price
46,1695,589,1812,606,$250.00 ,product net
47,291,614,307,628,2,quantity
48,390,613,457,628,SEO,description
49,1405,613,1521,630,$200.00 ,product price
50,1695,613,1812,630,$400.00 ,product net
51,291,637,307,651,4,quantity
52,391,633,517,661,Hostings,description
53,1405,636,1521,654,$150.00 ,product price
54,1695,636,1812,654,$600.00 ,product net
55,1384,921,1514,948,SubTotal,billing info
56,1667,924,1812,942,"$2,266.00 ",billing info
57,349,946,484,964,Payment,note
58,497,946,603,960,Details,note
59,1217,949,1342,967,Shipping,billing info
60,1355,949,1374,963,&,billing info
61,1388,949,1514,967,Handling,billing info
62,1732,948,1812,965,$7.00 ,billing info
63,335,972,367,990,©,note
64,436,967,510,994,Cash,note
65,1190,973,1279,987,Taxes,billing info
66,1388,968,1462,995,State,billing info
67,1695,972,1812,989,$113.30 ,billing info
68,339,992,353,1018,©O,note
69,436,997,529,1011,Check,note
70,342,1016,357,1044,Oo,note
71,436,1021,523,1035,Credit,note
72,534,1021,603,1035,Card,note
73,1405,1021,1515,1035,TOTAL,billing info
74,1667,1020,1812,1038,"$2,386.30 ",billing info
75,289,1053,374,1067,Name,note
76,1253,1077,1338,1092,Office,note
77,1352,1077,1407,1092,Use,note
78,1419,1077,1485,1095,Only,note
80,558,1101,664,1119,Expires,note
85,308,1173,462,1188,Customer,shipping address
86,222,1197,308,1211,Name,shipping address
87,389,1197,474,1211,Aksar,shipping address
88,484,1197,680,1215,Technologies,shipping address
89,1315,1193,1381,1219,Date,invoice details
90,1548,1197,1688,1211,4/31/2021,invoice details
91,220,1216,340,1245,Address,shipping address
92,390,1220,452,1235,STP,shipping address
93,466,1221,615,1235,Islamabad,shipping address
94,1313,1220,1397,1235,Order,invoice details
95,1410,1221,1456,1235,No.,invoice details
96,1548,1221,1583,1235,25,invoice details
99,210,1240,276,1267,City,shipping address
100,392,1245,541,1259,Islamabad,shipping address
101,759,1244,834,1259,State,shipping address
102,851,1245,948,1259,Pakiste,shipping address
103,971,1245,1021,1259,ZIP,shipping address
104,1036,1245,1126,1259,44000,shipping address
105,1315,1245,1372,1263,Rep,invoice details
106,1550,1245,1584,1259,Nil,invoice details
107,223,1269,314,1283,Phone,shipping address
108,1315,1268,1380,1283,FOB,invoice details
109,1551,1269,1601,1283,IBD,invoice details
112,732,1321,815,1336,Insert,note
113,825,1321,950,1336,Farewell,note
114,959,1321,1111,1336,Statement,note
115,1120,1321,1190,1336,Here,note
